x	y	L8b2_24MART2014	L8b3_24MART2014	L8b4_24MART2014	L8b5_24MART2014	L8b2_25APR2014	L8b3_25APR2014	L8b4_25APR2014	L8b5_25APR2014	BG_24MART2014	BR_24MART2014	BNIR_24MART2014	GB_24MART2014	GR_24MART2014	GNIR_24MART2014	RB_24MART2014	RG_24MART2014	RNIR_24MART2014	NIRB_24MART2014	NIRG_24MART2014	NIRR_24MART2014	BG_25APR2014	BR_25APR2014	BNIR_25APR2014	GB_25APR2014	GR_25APR2014	GNIR_25APR2014	RB_25APR2014	RG_25APR2014	RNIR_25APR2014	NIRB_25APR2014	NIRG_25APR2014	NIRR_25APR2014	DEM	CScurv	CI	FA	TWI	LSF	CNBL	VDCN	VD	SLP	MRVBF	MRRTF	L8b2_mean	L8b3_mean	L8b4_mean	L8b5_mean	BG_mean	BR_mean	BNIR_mean	GB_mean	GR_mean	GNIR_mean	RB_mean	RG_mean	RNIR_mean	NIRB_mean	NIRG_mean	NIRR_mean
"779"	565290	5593080	0.0313	0.0414	0.0508	0.0859	0.0323	0.043	0.0442	0.1229	0.756039	0.616142	0.364377	1.322684	0.814961	0.481956	1.623003	1.227053	0.591385	2.744409	2.074879	1.690945	0.751163	0.730769	0.262815	1.331269	0.972851	0.349878	1.368421	1.027907	0.359642	3.804954	2.85814	2.780543	264.728729	0.000372	3.121816	4745.695313	6.816851	1.173772	210.598526	54.130207	26.187881	5.800361	0.405838	0.311319	0.0318	0.0422	0.0475	0.1044	0.753554502369668	0.669473684210526	0.304597701149425	1.32704402515723	0.888421052631579	0.404214559386973	1.4937106918239	1.12559241706161	0.454980842911877	3.28301886792453	2.4739336492891	2.1978947368421
"780"	565320	5593080	0.025	0.0318	0.0392	0.0596	0.0314	0.0385	0.0426	0.0756	0.786164	0.637755	0.419463	1.272	0.811225	0.533557	1.568	1.232704	0.657718	2.384	1.874214	1.520408	0.815584	0.737089	0.415344	1.226115	0.903756	0.509259	1.356688	1.106493	0.563492	2.407643	1.963636	1.774648	266.692108	0.000524	3.588257	4311.253418	6.725511	1.141891	210.595413	56.09671	24.182823	5.763481	0.380021	0.334963	0.0282	0.03515	0.0409	0.0676	0.802275960170697	0.689486552567237	0.417159763313609	1.24645390070922	0.859413202933985	0.519970414201184	1.45035460992908	1.16358463726885	0.605029585798817	2.39716312056738	1.92318634423898	1.65281173594132
"781"	565350	5593080	0.0251	0.0299	0.0378	0.0616	0.0313	0.0382	0.0433	0.0774	0.839465	0.664021	0.407468	1.191235	0.791005	0.48539	1.505976	1.264214	0.613636	2.454183	2.060201	1.62963	0.819372	0.722864	0.404393	1.220447	0.882217	0.49354	1.383386	1.133508	0.559431	2.472843	2.026178	1.787529	269.459229	0.000712	4.321608	3783.528564	6.699616	0.980685	210.590256	58.868988	21.349407	5.218194	0.365862	0.41536	0.0282	0.03405	0.04055	0.0695	0.828193832599119	0.695437731196054	0.405755395683453	1.20744680851064	0.839704069050555	0.489928057553957	1.43794326241135	1.19089574155653	0.583453237410072	2.4645390070922	2.04111600587372	1.71393341553637
"782"	565380	5593080	0.0278	0.0308	0.0387	0.0597	0.0344	0.0408	0.0454	0.0723	0.902597	0.718346	0.465662	1.107914	0.795866	0.515913	1.392086	1.256493	0.648241	2.147482	1.938312	1.542636	0.843137	0.757709	0.475795	1.186046	0.898678	0.564315	1.319767	1.112745	0.627939	2.101744	1.772059	1.592511	271.826599	0.000821	5.135781	3364.912842	6.716555	0.746915	210.584076	61.242531	18.908232	4.329115	0.368854	0.649668	0.0311	0.0358	0.04205	0.066	0.868715083798883	0.739595719381688	0.471212121212121	1.15112540192926	0.851367419738407	0.542424242424242	1.35209003215434	1.17458100558659	0.637121212121212	2.12218649517685	1.84357541899441	1.56956004756243
"783"	565410	5593080	0.0287	0.0346	0.0413	0.0621	0.036	0.0445	0.0495	0.0769	0.82948	0.694915	0.462158	1.205575	0.837772	0.557166	1.439024	1.193642	0.665056	2.163763	1.794798	1.503632	0.808989	0.727273	0.46814	1.236111	0.89899	0.578674	1.375	1.11236	0.643693	2.136111	1.72809	1.553535	273.78009	0.000879	6.082423	3051.030273	6.766696	0.576222	210.577347	63.202744	16.877251	3.620701	0.378479	1.083955	0.03235	0.03955	0.0454	0.0695	0.81795195954488	0.712555066079295	0.46546762589928	1.2225656877898	0.871145374449339	0.569064748201439	1.40340030911901	1.14791403286978	0.653237410071942	2.1483771251932	1.75726927939317	1.53083700440529
"784"	565440	5593080	0.0285	0.0367	0.0457	0.0727	0.0368	0.0445	0.0505	0.0916	0.776567	0.623632	0.392022	1.287719	0.803063	0.504814	1.603509	1.245232	0.628611	2.550877	1.980927	1.59081	0.826966	0.728713	0.401747	1.209239	0.881188	0.485808	1.372283	1.134831	0.55131	2.48913	2.058427	1.813861	275.510925	0.000884	7.129941	2763.311768	6.733639	0.472697	210.569733	64.941193	15.064355	3.192168	0.363606	1.53612	0.03265	0.0406	0.0481	0.08215	0.804187192118227	0.678794178794179	0.397443700547778	1.24349157733538	0.844074844074844	0.494217894096166	1.47320061255743	1.18472906403941	0.585514303104078	2.51607963246554	2.02339901477833	1.70790020790021
"785"	565470	5593080	0.0299	0.0352	0.0447	0.0746	0.0357	0.0436	0.0488	0.0923	0.849432	0.668904	0.400804	1.177258	0.787472	0.47185	1.494983	1.269886	0.599196	2.494983	2.119318	1.668904	0.818807	0.731557	0.386782	1.221288	0.893443	0.472373	1.366947	1.119266	0.528711	2.585434	2.116972	1.891393	277.072174	0.000854	8.202527	2485.851074	6.741307	0.382921	210.561188	66.510986	13.416419	2.773338	0.298412	1.800512	0.0328	0.0394	0.04675	0.08345	0.83248730964467	0.701604278074866	0.393049730377472	1.20121951219512	0.842780748663102	0.472139005392451	1.42530487804878	1.18654822335025	0.560215698022768	2.54420731707317	2.11802030456853	1.78502673796791
"786"	565500	5593080	0.0298	0.0359	0.0417	0.0641	0.0349	0.0439	0.0479	0.0833	0.830084	0.714628	0.464899	1.204698	0.860911	0.560062	1.399329	1.16156	0.650546	2.151007	1.785515	1.53717	0.794989	0.728601	0.418968	1.25788	0.916493	0.527011	1.372493	1.091116	0.57503	2.38682	1.897494	1.73904	278.376556	0.000822	9.315947	2222.429932	6.771835	0.293215	210.551422	67.825142	12.01952	2.308702	0.204761	2.013168	0.03235	0.0399	0.0448	0.0737	0.81077694235589	0.722098214285714	0.438941655359566	1.23338485316847	0.890625	0.541383989145183	1.38485316846986	1.12280701754386	0.6078697421981	2.27820710973725	1.84711779448622	1.64508928571429
"787"	565530	5593080	0.0296	0.0387	0.0465	0.0715	0.0341	0.0436	0.048	0.093	0.764858	0.636559	0.413986	1.307432	0.832258	0.541259	1.570946	1.20155	0.65035	2.415541	1.847545	1.537634	0.78211	0.710417	0.366667	1.278592	0.908333	0.468817	1.407625	1.100917	0.516129	2.727273	2.133028	1.9375	279.394501	0.000814	10.390844	2074.184326	6.865826	0.235896	210.540878	68.853607	10.90555	1.975078	0.160713	2.459969	0.03185	0.04115	0.04725	0.08225	0.773997569866343	0.674074074074074	0.387234042553192	1.29199372056515	0.870899470899471	0.500303951367781	1.48351648351648	1.14823815309842	0.574468085106383	2.58241758241758	1.99878493317132	1.74074074074074
"788"	565560	5593080	0.0282	0.0345	0.0435	0.0778	0.0338	0.0417	0.0452	0.1022	0.817391	0.648276	0.362468	1.223404	0.793103	0.443445	1.542553	1.26087	0.559126	2.758865	2.255072	1.788506	0.810551	0.747788	0.330724	1.233728	0.922566	0.408024	1.337278	1.083933	0.44227	3.023669	2.450839	2.261062	280.156158	0.000817	11.384251	2064.548096	6.972599	0.221632	210.529327	69.626823	10.043662	1.866629	0.175743	2.76627	0.031	0.0381	0.04435	0.09	0.813648293963255	0.698985343855693	0.344444444444444	1.22903225806452	0.859075535512965	0.423333333333333	1.43064516129032	1.16404199475066	0.492777777777778	2.90322580645161	2.36220472440945	2.0293122886133
"789"	565590	5593080	0.0314	0.0367	0.0443	0.0795	0.034	0.0434	0.0455	0.1029	0.855586	0.708804	0.394969	1.16879	0.828442	0.461635	1.410828	1.207085	0.557233	2.531847	2.166213	1.794582	0.78341	0.747253	0.330418	1.276471	0.953846	0.421769	1.338235	1.048387	0.442177	3.02647	2.370968	2.261539	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0327	0.04005	0.0449	0.0912	0.816479400749064	0.728285077951002	0.358552631578947	1.22477064220183	0.891982182628063	0.439144736842105	1.37308868501529	1.1210986267166	0.492324561403509	2.78899082568807	2.27715355805243	2.03118040089087
"790"	565620	5593080	0.0322	0.0422	0.0497	0.0867	0.0346	0.0481	0.0471	0.1467	0.763033	0.647887	0.371396	1.310559	0.849095	0.486736	1.543478	1.177725	0.573241	2.692546	2.054502	1.744467	0.719335	0.734607	0.235856	1.390173	1.021231	0.32788	1.361272	0.97921	0.321063	4.239884	3.049896	3.11465	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0334	0.04515	0.0484	0.1167	0.739756367663344	0.690082644628099	0.286203941730934	1.35179640718563	0.932851239669421	0.386889460154242	1.44910179640719	1.07198228128461	0.414738646101114	3.4940119760479	2.58471760797342	2.41115702479339
"791"	565650	5593080	0.0307	0.0413	0.049	0.0906	0.0348	0.048	0.0468	0.1566	0.743341	0.626531	0.338852	1.345277	0.842857	0.45585	1.596091	1.186441	0.540839	2.95114	2.193705	1.84898	0.725	0.74359	0.222222	1.37931	1.025641	0.306513	1.344828	0.975	0.298851	4.5	3.2625	3.346154	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.03275	0.04465	0.0479	0.1236	0.733482642777156	0.683716075156576	0.264967637540453	1.36335877862595	0.932150313152401	0.361245954692557	1.46259541984733	1.07278835386338	0.387540453074434	3.77404580152672	2.76819708846585	2.580375782881
"792"	565680	5593080	0.0311	0.0369	0.0452	0.0862	0.0347	0.0446	0.0466	0.1204	0.842818	0.688053	0.360789	1.186495	0.816372	0.428074	1.453376	1.224932	0.524362	2.771704	2.336043	1.90708	0.778027	0.744635	0.288206	1.285303	0.957082	0.370432	1.342939	1.044843	0.387043	3.469741	2.699552	2.583691	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0329	0.04075	0.0459	0.1033	0.807361963190184	0.71677559912854	0.318489835430784	1.23860182370821	0.887799564270153	0.394482090997096	1.3951367781155	1.12638036809816	0.44433688286544	3.13981762917933	2.53496932515337	2.25054466230937
"793"	565710	5593080	0.0311	0.0357	0.042	0.0766	0.0355	0.0459	0.0465	0.1075	0.871148	0.740476	0.406005	1.14791	0.85	0.466057	1.350482	1.176471	0.548303	2.463022	2.145658	1.82381	0.773421	0.763441	0.330233	1.292958	0.987097	0.426977	1.309859	1.013072	0.432558	3.028169	2.342048	2.311828	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0333	0.0408	0.04425	0.09205	0.816176470588235	0.752542372881356	0.361759913090712	1.22522522522523	0.922033898305085	0.443237370994025	1.32882882882883	1.08455882352941	0.480717001629549	2.76426426426426	2.25612745098039	2.08022598870056
"794"	565740	5593080	0.0313	0.0396	0.0467	0.0891	0.0361	0.0497	0.045	0.1604	0.790404	0.670236	0.351291	1.265176	0.847966	0.444444	1.492013	1.179293	0.52413	2.846645	2.25	1.907923	0.726358	0.802222	0.225062	1.376731	1.104444	0.30985	1.246537	0.905433	0.280549	4.443213	3.227364	3.564444	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0337	0.04465	0.04585	0.12475	0.754759238521836	0.735005452562704	0.270140280561122	1.32492581602374	0.973827699018539	0.357915831663327	1.36053412462908	1.02687569988802	0.367535070140281	3.70178041543027	2.7939529675252	2.72082878953108
"795"	565920	5593080	0.0349	0.0479	0.0615	0.1055	0.0423	0.0532	0.063	0.1115	0.728601	0.56748	0.330806	1.372493	0.778862	0.454028	1.762178	1.283925	0.582938	3.022923	2.202505	1.715447	0.795113	0.671429	0.379372	1.257683	0.844444	0.47713	1.489362	1.184211	0.565022	2.635934	2.095865	1.769841	267.561859	-0.000255	-0.725053	11980.197266	8.147875	0.939077	210.329834	57.232029	21.272507	4.185702	0.747011	0.211148	0.0386	0.05055	0.06225	0.1085	0.763600395647873	0.62008032128514	0.355760368663594	1.30958549222798	0.812048192771084	0.465898617511521	1.61269430051813	1.23145400593472	0.573732718894009	2.81088082901554	2.14638971315529	1.7429718875502
"796"	565950	5593080	0.0267	0.0331	0.0399	0.0618	0.0385	0.0453	0.0506	0.0806	0.806646	0.669173	0.432039	1.2397	0.829574	0.535599	1.494382	1.205438	0.645631	2.314607	1.867069	1.548872	0.84989	0.76087	0.477667	1.176623	0.895257	0.562035	1.314286	1.116998	0.627792	2.093507	1.77925	1.592885	266.62912	-0.000254	-0.749316	14905.865234	8.412975	0.908145	210.316452	56.312656	22.129566	3.953073	0.814839	0.218172	0.0326	0.0392	0.04525	0.0712	0.831632653061225	0.720441988950276	0.457865168539326	1.20245398773006	0.866298342541436	0.550561797752809	1.38803680981595	1.15433673469388	0.635533707865168	2.1840490797546	1.81632653061224	1.57348066298343
"797"	565980	5593080	0.0273	0.0329	0.0388	0.0592	0.0366	0.0429	0.0492	0.0767	0.829787	0.703608	0.461149	1.205128	0.847938	0.555743	1.421245	1.179331	0.655405	2.168498	1.799392	1.525773	0.853147	0.743903	0.477184	1.172131	0.871951	0.559322	1.344262	1.146853	0.64146	2.095628	1.787879	1.558943	265.327301	-0.000231	-0.708766	18646.466797	8.627658	0.898761	210.295959	55.031345	23.318525	3.811631	0.814721	0.243351	0.03195	0.0379	0.044	0.06795	0.843007915567282	0.726136363636364	0.470198675496689	1.18622848200313	0.861363636363636	0.557763061074319	1.37715179968701	1.16094986807388	0.647534952170714	2.12676056338028	1.79287598944591	1.54431818181818
"798"	566010	5593080	0.0294	0.0339	0.0405	0.0612	0.0372	0.0449	0.0509	0.0803	0.867257	0.725926	0.480392	1.153061	0.837037	0.553922	1.377551	1.19469	0.661765	2.081633	1.80531	1.511111	0.828508	0.730845	0.463263	1.206989	0.882122	0.559153	1.36828	1.13363	0.633873	2.158602	1.788419	1.577603	264.101318	-0.000167	-0.410144	20320.847656	8.678081	0.926958	210.275146	53.826191	24.432251	3.864418	0.692337	0.278268	0.0333	0.0394	0.0457	0.07075	0.845177664974619	0.728665207877462	0.470671378091873	1.18318318318318	0.862144420131291	0.556890459363958	1.37237237237237	1.15989847715736	0.645936395759717	2.12462462462462	1.79568527918782	1.54814004376368
"799"	566040	5593080	0.0286	0.0346	0.0411	0.0625	0.0377	0.0452	0.0516	0.0814	0.82659	0.695864	0.4576	1.20979	0.841849	0.5536	1.437063	1.187861	0.6576	2.185315	1.806358	1.520681	0.834071	0.73062	0.463145	1.198939	0.875969	0.555283	1.3687	1.141593	0.633907	2.159151	1.800885	1.577519	262.867004	-7.8e-05	0.048962	19989.425781	8.617258	0.978213	210.253983	52.613007	25.555609	4.038067	0.606529	0.29469	0.03315	0.0399	0.04635	0.07195	0.830827067669173	0.715210355987055	0.460736622654621	1.20361990950226	0.86084142394822	0.554551772063933	1.39819004524887	1.16165413533835	0.644197359277276	2.17043740573152	1.80325814536341	1.55231930960086
"800"	566070	5593080	0.0293	0.0349	0.0405	0.0625	0.0384	0.0467	0.0537	0.0841	0.839542	0.723457	0.4688	1.191126	0.861728	0.5584	1.382253	1.160459	0.648	2.133106	1.790831	1.54321	0.82227	0.715084	0.456599	1.216146	0.869646	0.555291	1.398437	1.149893	0.638526	2.190104	1.800856	1.566108	261.552246	-6e-06	0.489449	18639.9375	8.462836	1.076112	210.232574	51.319664	26.760641	4.392473	0.575646	0.287724	0.03385	0.0408	0.0471	0.0733	0.829656862745098	0.718683651804671	0.461800818553888	1.20531757754801	0.866242038216561	0.556616643929059	1.39143279172821	1.15441176470588	0.64256480218281	2.16543574593796	1.79656862745098	1.55626326963907
"801"	566100	5593080	0.0293	0.0352	0.0424	0.0648	0.0394	0.0472	0.0549	0.0862	0.832386	0.691038	0.45216	1.201365	0.830189	0.54321	1.447099	1.204545	0.654321	2.211604	1.840909	1.528302	0.834746	0.717668	0.457077	1.19797	0.859745	0.547564	1.393401	1.163136	0.636891	2.187817	1.826271	1.570127	260.04425	3e-05	0.774924	17315.564453	8.278057	1.225301	210.210953	49.833279	28.160439	4.909335	0.548479	0.267261	0.03435	0.0412	0.04865	0.0755	0.83373786407767	0.70606372045221	0.454966887417219	1.19941775836972	0.846865364850976	0.545695364238411	1.41630276564774	1.18082524271845	0.644370860927152	2.19796215429403	1.83252427184466	1.551901336074
"802"	566130	5593080	0.0295	0.0356	0.0434	0.0678	0.0402	0.0485	0.057	0.0905	0.828652	0.679724	0.435103	1.20678	0.820276	0.525074	1.471186	1.219101	0.640118	2.298305	1.904494	1.562212	0.828866	0.705263	0.444199	1.206468	0.850877	0.535912	1.41791	1.175258	0.629834	2.251244	1.865979	1.587719	258.28772	2.8e-05	0.693053	16583.521484	8.135715	1.38051	210.189285	48.098434	29.809675	5.418722	0.509074	0.24681	0.03485	0.04205	0.0502	0.07915	0.828775267538644	0.694223107569721	0.440303221730891	1.20659971305595	0.837649402390438	0.531269740998105	1.44045911047346	1.19381688466112	0.634238787113076	2.27116212338594	1.88228299643282	1.57669322709163
"803"	566160	5593080	0.0277	0.0341	0.0421	0.0654	0.0415	0.0526	0.0612	0.0982	0.812317	0.657957	0.423547	1.231047	0.809976	0.521407	1.519856	1.234604	0.643731	2.361011	1.917889	1.553444	0.788973	0.678105	0.422607	1.26747	0.859477	0.535642	1.474699	1.163498	0.623218	2.366265	1.86692	1.604575	256.319855	-3.7e-05	0.127569	16272.114258	8.042463	1.512487	210.167557	46.152309	31.672628	5.832739	0.433643	0.259863	0.0346	0.04335	0.05165	0.0818	0.798154555940023	0.669893514036786	0.422982885085575	1.2528901734104	0.839303000968054	0.529951100244499	1.49277456647399	1.19146482122261	0.631418092909535	2.36416184971098	1.88696655132641	1.5837366892546
"804"	566190	5593080	0.0294	0.037	0.0449	0.0726	0.0428	0.0544	0.0641	0.1071	0.794595	0.654788	0.404959	1.258503	0.824053	0.509642	1.527211	1.213513	0.618457	2.469388	1.962162	1.616926	0.786765	0.667707	0.399627	1.271028	0.848674	0.507936	1.497663	1.178309	0.598506	2.502337	1.96875	1.670827	254.152008	-0.00018	-0.940913	16633.240234	7.895586	1.565751	210.145737	44.00626	33.738274	6.088882	0.359523	0.294452	0.0361	0.0457	0.0545	0.08985	0.789934354485777	0.662385321100917	0.401780745687257	1.26592797783934	0.838532110091743	0.508625486922649	1.50969529085873	1.1925601750547	0.606566499721759	2.48891966759003	1.96608315098468	1.64862385321101
"805"	566220	5593080	0.0355	0.044	0.053	0.0924	0.0433	0.0563	0.0611	0.1245	0.806818	0.669811	0.384199	1.239437	0.830189	0.47619	1.492958	1.204545	0.573593	2.602817	2.1	1.743396	0.769094	0.708674	0.347791	1.300231	0.92144	0.452209	1.411085	1.085258	0.490763	2.875289	2.211368	2.037643	252.4655	-0.000317	-1.440439	18585.197266	8.026812	1.661394	210.121735	42.343765	35.369015	6.22002	0.466931	0.199807	0.0394	0.05015	0.05705	0.10845	0.785643070787637	0.690622261174408	0.363301060396496	1.27284263959391	0.879053461875548	0.462425080682342	1.44796954314721	1.13758723828514	0.526048870447211	2.75253807106599	2.16251246261216	1.90096406660824
"806"	565290	5593110	0.0283	0.0331	0.0408	0.0682	0.0351	0.0428	0.0457	0.0898	0.854985	0.693627	0.414956	1.169611	0.811275	0.485337	1.441696	1.232628	0.59824	2.409894	2.060423	1.671569	0.820093	0.768053	0.390869	1.219373	0.936543	0.476615	1.301994	1.067757	0.508909	2.558404	2.098131	1.964989	265.673492	0.000573	4.035208	4781.277344	6.925279	1.033178	210.603836	55.069668	24.865814	5.249914	0.46572	0.322883	0.0317	0.03795	0.04325	0.079	0.835309617918314	0.732947976878613	0.40126582278481	1.19716088328076	0.877456647398844	0.480379746835443	1.36435331230284	1.13965744400527	0.54746835443038	2.49211356466877	2.08168642951252	1.82658959537572
"807"	565320	5593110	0.0256	0.0314	0.0376	0.0571	0.0336	0.0403	0.0447	0.0697	0.815287	0.680851	0.448336	1.226563	0.835106	0.549912	1.46875	1.197452	0.658494	2.230469	1.818471	1.518617	0.833747	0.751678	0.482066	1.199405	0.901566	0.578192	1.330357	1.109181	0.64132	2.074405	1.729529	1.559284	267.499268	0.000679	4.442908	4365.208008	6.803404	0.968892	210.600861	56.898422	23.001848	5.1049	0.42597	0.38052	0.0296	0.03585	0.04115	0.0634	0.825662482566248	0.719319562575942	0.466876971608833	1.21114864864865	0.871202916160389	0.565457413249211	1.3902027027027	1.14783821478382	0.649053627760252	2.14189189189189	1.76847977684798	1.54070473876063
"808"	565350	5593110	0.0262	0.0319	0.0394	0.0602	0.0346	0.0411	0.0457	0.0711	0.821317	0.664975	0.435216	1.217557	0.809645	0.5299	1.503817	1.23511	0.654485	2.29771	1.887147	1.527919	0.841849	0.757112	0.486639	1.187861	0.899344	0.578059	1.320809	1.111922	0.642757	2.054913	1.729927	1.555799	270.036774	0.000794	5.125546	3832.558105	6.782282	0.791856	210.595917	59.440857	20.403664	4.468633	0.385153	0.510995	0.0304	0.0365	0.04255	0.06565	0.832876712328767	0.714453584018801	0.463061690784463	1.20065789473684	0.857814336075206	0.555978674790556	1.39967105263158	1.16575342465753	0.648134044173648	2.15953947368421	1.7986301369863	1.54289071680376
"809"	565380	5593110	0.0276	0.0337	0.0411	0.0631	0.0367	0.0425	0.048	0.0747	0.818991	0.671533	0.437401	1.221014	0.819951	0.534073	1.48913	1.219585	0.651347	2.286232	1.872404	1.53528	0.863529	0.764583	0.491299	1.158038	0.885417	0.568942	1.307902	1.129412	0.64257	2.035422	1.757647	1.55625	272.120941	0.000853	5.910914	3453.496338	6.82274	0.590904	210.589981	61.53096	18.251989	3.6578	0.376215	1.066497	0.03215	0.0381	0.04455	0.0689	0.843832020997375	0.721661054994388	0.466618287373004	1.1850699844479	0.855218855218855	0.552975326560232	1.38569206842924	1.16929133858268	0.646589259796807	2.14307931570762	1.80839895013123	1.54657687991021
"810"	565410	5593110	0.0278	0.0342	0.0423	0.0633	0.0375	0.0439	0.0499	0.0762	0.812865	0.65721	0.439179	1.230216	0.808511	0.540284	1.521583	1.236842	0.668246	2.276978	1.850877	1.496454	0.854214	0.751503	0.492126	1.170667	0.87976	0.576115	1.330667	1.136674	0.654856	2.032	1.735763	1.527054	273.846039	0.000851	6.73965	3151.93335	6.842589	0.476413	210.583511	63.262527	16.455984	3.166917	0.400141	1.535792	0.03265	0.03905	0.0461	0.06975	0.836107554417413	0.70824295010846	0.468100358422939	1.19601837672282	0.8470715835141	0.559856630824373	1.41194486983155	1.18053777208707	0.660931899641577	2.13629402756508	1.78617157490397	1.51301518438178
"811"	565440	5593110	0.0289	0.0355	0.0435	0.066	0.038	0.0452	0.0513	0.0776	0.814084	0.664368	0.437879	1.228374	0.816092	0.537879	1.50519	1.225352	0.659091	2.283737	1.859155	1.517241	0.840708	0.740741	0.489691	1.189474	0.881092	0.582474	1.35	1.134956	0.661082	2.042105	1.716814	1.512671	275.412384	0.000808	7.500501	2832.378174	6.938285	0.424445	210.576202	64.836182	14.814344	2.895625	0.397218	1.741508	0.03345	0.04035	0.0474	0.0718	0.828996282527881	0.705696202531646	0.465877437325905	1.20627802690583	0.85126582278481	0.561977715877437	1.41704035874439	1.17472118959108	0.66016713091922	2.14648729446936	1.77942998760843	1.51476793248945
"812"	565470	5593110	0.0294	0.0365	0.0448	0.068	0.0385	0.0461	0.053	0.0804	0.805479	0.65625	0.432353	1.241497	0.814732	0.536765	1.523809	1.227397	0.658823	2.312925	1.863014	1.517857	0.835141	0.726415	0.478856	1.197403	0.869811	0.573383	1.376623	1.149675	0.659204	2.088312	1.744035	1.516981	276.80957	0.000756	8.117143	2531.763916	7.006123	0.359406	210.567993	66.241577	13.337387	2.565157	0.290541	1.863786	0.03395	0.0413	0.0489	0.0742	0.822033898305085	0.694274028629857	0.457547169811321	1.21649484536082	0.844580777096115	0.556603773584906	1.44035346097202	1.18401937046005	0.659029649595687	2.18556701030928	1.79661016949153	1.51738241308793
"813"	565500	5593110	0.0276	0.0334	0.0413	0.0642	0.0382	0.0442	0.05	0.0769	0.826347	0.668281	0.429907	1.210145	0.808717	0.520249	1.496377	1.236527	0.643302	2.326087	1.922156	1.554479	0.864253	0.764	0.496749	1.157068	0.884	0.574772	1.308901	1.131222	0.650195	2.013089	1.739819	1.538	277.92926	0.000724	8.55733	2356.314453	6.962478	0.283797	210.558609	67.370651	12.132206	2.201147	0.189606	2.294337	0.0329	0.0388	0.04565	0.07055	0.847938144329897	0.720700985761227	0.466335931963147	1.17933130699088	0.849945235487404	0.549964564138909	1.38753799392097	1.17654639175258	0.647058823529412	2.14437689969605	1.81829896907216	1.54545454545455
"814"	565530	5593110	0.0275	0.033	0.0397	0.0618	0.0373	0.0431	0.0479	0.0719	0.833333	0.692695	0.444984	1.2	0.831234	0.533981	1.443636	1.20303	0.642395	2.247273	1.872727	1.556675	0.865429	0.778706	0.518776	1.155496	0.899791	0.599444	1.284182	1.111369	0.666203	1.927614	1.668213	1.501044	278.747375	0.00072	9.243642	2331.345947	7.032694	0.245772	210.548462	68.198906	11.22513	1.984129	0.186795	2.693046	0.0324	0.03805	0.0438	0.06685	0.851511169513798	0.73972602739726	0.484667165295437	1.17438271604938	0.868721461187215	0.569184741959611	1.35185185185185	1.15111695137976	0.655198204936425	2.06327160493827	1.7568988173456	1.52625570776256
"815"	565560	5593110	0.0271	0.033	0.041	0.0619	0.0372	0.0434	0.0486	0.0726	0.821212	0.660976	0.437803	1.217712	0.804878	0.533118	1.512915	1.242424	0.662359	2.284133	1.875758	1.509756	0.857143	0.765432	0.512397	1.166667	0.893004	0.597796	1.306452	1.119816	0.669421	1.951613	1.672811	1.493827	279.310211	0.000725	10.326623	2379.341553	7.165954	0.249001	210.537354	68.772873	10.569141	1.966002	0.263599	2.836822	0.03215	0.0382	0.0448	0.06725	0.841623036649215	0.717633928571428	0.478066914498141	1.18818040435459	0.852678571428571	0.568029739776952	1.39346811819596	1.17277486910995	0.666171003717472	2.09175738724728	1.76047120418848	1.50111607142857
"816"	565590	5593110	0.0275	0.0332	0.0411	0.0633	0.0369	0.0429	0.0487	0.078	0.828313	0.6691	0.434439	1.207273	0.807786	0.524487	1.494545	1.237952	0.649289	2.301818	1.906626	1.540146	0.86014	0.7577	0.473077	1.162602	0.880903	0.55	1.319783	1.135198	0.624359	2.113821	1.818182	1.601643	279.644135	0.000716	10.222195	2490.540039	7.138506	0.269888	210.525391	69.118729	10.138611	2.083835	0.307544	2.840054	0.0322	0.03805	0.0449	0.07065	0.846254927726675	0.717149220489978	0.455767869780609	1.18167701863354	0.847438752783964	0.538570417551309	1.3944099378882	1.18002628120894	0.635527246992215	2.19409937888199	1.85676741130092	1.57349665924276
"817"	565620	5593110	0.0289	0.034	0.0412	0.0647	0.0359	0.0416	0.0473	0.0727	0.85	0.701456	0.446677	1.176471	0.825243	0.525502	1.425606	1.211765	0.636785	2.238754	1.902941	1.570388	0.862981	0.758985	0.49381	1.158774	0.879493	0.572215	1.317549	1.137019	0.650619	2.02507	1.747596	1.536998	279.730957	0.000679	8.780622	2710.236084	7.038687	0.307718	210.512619	69.21833	9.952009	2.302155	0.350317	2.705166	0.0324	0.0378	0.04425	0.0687	0.857142857142857	0.732203389830508	0.471615720524017	1.16666666666667	0.854237288135593	0.550218340611354	1.36574074074074	1.17063492063492	0.64410480349345	2.12037037037037	1.81746031746032	1.55254237288136
