x	y	L8b2_24MART2014	L8b3_24MART2014	L8b4_24MART2014	L8b5_24MART2014	L8b2_25APR2014	L8b3_25APR2014	L8b4_25APR2014	L8b5_25APR2014	BG_24MART2014	BR_24MART2014	BNIR_24MART2014	GB_24MART2014	GR_24MART2014	GNIR_24MART2014	RB_24MART2014	RG_24MART2014	RNIR_24MART2014	NIRB_24MART2014	NIRG_24MART2014	NIRR_24MART2014	BG_25APR2014	BR_25APR2014	BNIR_25APR2014	GB_25APR2014	GR_25APR2014	GNIR_25APR2014	RB_25APR2014	RG_25APR2014	RNIR_25APR2014	NIRB_25APR2014	NIRG_25APR2014	NIRR_25APR2014	DEM	CScurv	CI	FA	TWI	LSF	CNBL	VDCN	VD	SLP	MRVBF	MRRTF	L8b2_mean	L8b3_mean	L8b4_mean	L8b5_mean	BG_mean	BR_mean	BNIR_mean	GB_mean	GR_mean	GNIR_mean	RB_mean	RG_mean	RNIR_mean	NIRB_mean	NIRG_mean	NIRR_mean
"432"	566130	5592660	0.0272	0.0329	0.0403	0.0599	0.0372	0.0444	0.0515	0.0805	0.826748	0.674938	0.45409	1.209559	0.816377	0.549249	1.481618	1.224924	0.672788	2.202206	1.820669	1.486352	0.837838	0.72233	0.462112	1.193548	0.862136	0.551553	1.384409	1.15991	0.639752	2.163979	1.813063	1.563107	285.808228	0.00022	0.872294	8117.116699	7.737248	0.792289	209.9039	75.904335	5.847205	3.943983	0.508114	0.400616	0.0322	0.03865	0.0459	0.0702	0.833117723156533	0.701525054466231	0.458689458689459	1.20031055900621	0.842047930283225	0.550569800569801	1.42546583850932	1.1875808538163	0.653846153846154	2.18012422360248	1.81630012936611	1.52941176470588
"433"	566160	5592660	0.0268	0.0328	0.0401	0.0602	0.0369	0.0439	0.0505	0.0789	0.817073	0.668329	0.445183	1.223881	0.817955	0.544851	1.496269	1.222561	0.666113	2.246269	1.835366	1.501247	0.840547	0.730693	0.467681	1.189702	0.869307	0.556401	1.368564	1.150342	0.640051	2.138211	1.797266	1.562376	284.520691	0.000282	1.167811	7441.50293	7.626126	0.802703	209.876495	74.644196	6.73289	4.038093	0.456068	0.453363	0.03185	0.03835	0.0453	0.06955	0.830508474576271	0.703090507726269	0.457943925233645	1.20408163265306	0.846578366445916	0.551401869158879	1.42229199372056	1.18122555410691	0.651329978432782	2.18367346938776	1.8135593220339	1.53532008830022
"434"	566190	5592660	0.0258	0.033	0.0392	0.0585	0.0372	0.0439	0.05	0.0782	0.781818	0.658163	0.441026	1.27907	0.841837	0.564103	1.51938	1.187879	0.670085	2.267442	1.772727	1.492347	0.84738	0.744	0.475703	1.180108	0.878	0.561381	1.344086	1.138952	0.639386	2.10215	1.781321	1.564	283.149567	0.000331	1.611454	6882.21582	7.450416	0.792019	209.849625	73.299942	7.751083	4.094999	0.38527	0.531787	0.0315	0.03845	0.0446	0.06835	0.81924577373212	0.70627802690583	0.460863204096562	1.22063492063492	0.862107623318386	0.562545720555962	1.41587301587302	1.15994798439532	0.6525237746891	2.16984126984127	1.777633289987	1.53251121076233
"435"	566220	5592660	0.0263	0.0313	0.0374	0.0564	0.0362	0.043	0.0488	0.0769	0.840256	0.703209	0.466312	1.190114	0.836898	0.554965	1.422053	1.194888	0.663121	2.144487	1.801917	1.508021	0.84186	0.741803	0.470741	1.187845	0.881148	0.559168	1.348066	1.134884	0.63459	2.124309	1.788372	1.57582	281.69751	0.000367	2.147731	6468.316406	7.329561	0.794238	209.823486	71.874031	8.905253	4.168783	0.34156	0.578546	0.03125	0.03715	0.0431	0.06665	0.841184387617766	0.725058004640371	0.468867216804201	1.1888	0.861948955916473	0.557389347336834	1.3792	1.16016150740242	0.646661665416354	2.1328	1.79407806191117	1.54640371229698
"436"	566250	5592660	0.0235	0.029	0.0341	0.0515	0.0353	0.0419	0.0473	0.0746	0.810345	0.68915	0.456311	1.234043	0.85044	0.563107	1.451064	1.175862	0.662136	2.191489	1.775862	1.510264	0.842482	0.7463	0.47319	1.186969	0.885835	0.561662	1.339943	1.128878	0.634048	2.113314	1.78043	1.577167	280.140045	0.00039	2.632946	6206.939453	7.221712	0.80643	209.797836	70.342209	10.195716	4.275084	0.315278	0.601962	0.0294	0.03545	0.0407	0.06305	0.829337094499295	0.722358722358722	0.46629659000793	1.20578231292517	0.871007371007371	0.562252180808882	1.3843537414966	1.14809590973202	0.645519429024584	2.14455782312925	1.77856135401975	1.54914004914005
"437"	566280	5592660	0.0226	0.0266	0.0308	0.0475	0.0356	0.042	0.0475	0.0731	0.849624	0.733766	0.475789	1.176991	0.863636	0.56	1.362832	1.157895	0.648421	2.10177	1.785714	1.542208	0.847619	0.749474	0.487004	1.179775	0.884211	0.574555	1.33427	1.130952	0.649795	2.053371	1.740476	1.538947	278.465759	0.000402	2.961759	6073.325195	7.247745	0.828993	209.772934	68.692833	11.635993	4.341018	0.341592	0.562893	0.0291	0.0343	0.03915	0.0603	0.848396501457726	0.743295019157088	0.482587064676617	1.1786941580756	0.876117496807152	0.568822553897181	1.34536082474227	1.14139941690962	0.649253731343284	2.07216494845361	1.75801749271137	1.54022988505747
"438"	566310	5592660	0.0229	0.0269	0.0321	0.0489	0.0364	0.0434	0.0489	0.0756	0.851301	0.713396	0.468303	1.174672	0.838006	0.550102	1.401747	1.193308	0.656442	2.135371	1.817844	1.523365	0.83871	0.744376	0.481482	1.192308	0.887526	0.574074	1.343407	1.126728	0.646825	2.076923	1.741935	1.546012	276.704437	0.000394	3.100697	6052.775879	7.338315	0.831948	209.748703	66.955734	13.190913	4.299813	0.424318	0.466725	0.02965	0.03515	0.0405	0.06225	0.84352773826458	0.732098765432099	0.476305220883534	1.18549747048904	0.867901234567901	0.564658634538153	1.36593591905565	1.15220483641536	0.650602409638554	2.09949409780776	1.77098150782361	1.53703703703704
"439"	566340	5592660	0.0245	0.0301	0.0353	0.0542	0.0367	0.0436	0.0498	0.077	0.813954	0.694051	0.452029	1.228571	0.852691	0.555351	1.440816	1.172758	0.651292	2.212245	1.800665	1.535411	0.841743	0.736948	0.476623	1.188011	0.875502	0.566234	1.356948	1.142202	0.646753	2.098093	1.766055	1.546185	274.914398	0.000375	3.160592	6153.436523	7.408379	0.80421	209.725174	65.189224	14.799354	4.164386	0.464539	0.430543	0.0306	0.03685	0.04255	0.0656	0.830393487109905	0.719153936545241	0.466463414634146	1.20424836601307	0.866039952996475	0.561737804878049	1.39052287581699	1.15468113975577	0.648628048780488	2.1437908496732	1.78018995929444	1.54171562867215
"440"	566370	5592660	0.0257	0.0305	0.0364	0.0553	0.0369	0.0439	0.0502	0.0781	0.842623	0.706044	0.464738	1.18677	0.837912	0.551537	1.416342	1.193443	0.658228	2.151751	1.813115	1.519231	0.840547	0.73506	0.472471	1.189702	0.874502	0.5621	1.360434	1.143508	0.642766	2.116531	1.779043	1.555777	273.144135	0.00036	3.227405	6328.796387	7.477486	0.767114	209.702011	63.442131	16.398438	3.998291	0.473852	0.437967	0.0313	0.0372	0.0433	0.0667	0.841397849462366	0.722863741339492	0.469265367316342	1.18849840255591	0.859122401847575	0.557721139430285	1.38338658146965	1.16397849462366	0.649175412293853	2.13099041533546	1.79301075268817	1.54041570438799
"441"	566400	5592660	0.0251	0.0308	0.0357	0.0552	0.0369	0.0439	0.0497	0.0776	0.814935	0.703081	0.45471	1.227092	0.862745	0.557971	1.422311	1.159091	0.646739	2.199203	1.792208	1.546218	0.840547	0.742455	0.475515	1.189702	0.8833	0.565722	1.346884	1.132118	0.640464	2.102981	1.767654	1.561368	271.394989	0.000357	3.318803	6621.744141	7.583593	0.715934	209.679382	61.715618	17.984005	3.764718	0.476793	0.481472	0.031	0.03735	0.0427	0.0664	0.829986613119143	0.725995316159251	0.466867469879518	1.20483870967742	0.874707259953162	0.5625	1.37741935483871	1.14323962516734	0.643072289156627	2.14193548387097	1.77777777777778	1.55503512880562
"442"	566430	5592660	0.0243	0.0295	0.0348	0.0541	0.0371	0.0442	0.0503	0.078	0.823729	0.698276	0.449168	1.213992	0.847701	0.545287	1.432099	1.179661	0.643253	2.226337	1.833898	1.554598	0.839366	0.737575	0.475641	1.191375	0.878728	0.566667	1.355795	1.138009	0.644872	2.102426	1.764706	1.550696	269.745483	0.000363	3.437436	6895.637695	7.715446	0.642188	209.657288	60.088215	19.477694	3.439937	0.4609	0.774958	0.0307	0.03685	0.04255	0.06605	0.833107191316147	0.721504112808461	0.464799394398183	1.20032573289902	0.866039952996475	0.557910673732021	1.38599348534202	1.15468113975577	0.644208932626798	2.1514657980456	1.79240162822252	1.55229142185664
"443"	566460	5592660	0.0239	0.0299	0.0352	0.0537	0.0366	0.044	0.0498	0.0788	0.799331	0.678977	0.445065	1.251046	0.849432	0.556797	1.472803	1.177258	0.655493	2.246862	1.795987	1.525568	0.831818	0.73494	0.464467	1.202186	0.883534	0.558376	1.360656	1.131818	0.63198	2.153005	1.790909	1.582329	268.220428	0.000378	3.573582	7048.888672	7.813668	0.583735	209.635864	58.584564	20.856928	3.185723	0.461302	1.096621	0.03025	0.03695	0.0425	0.06625	0.818673883626522	0.711764705882353	0.456603773584906	1.22148760330579	0.869411764705882	0.557735849056604	1.40495867768595	1.15020297699594	0.641509433962264	2.1900826446281	1.79296346414073	1.55882352941176
"444"	566490	5592660	0.0248	0.0303	0.0358	0.0545	0.0372	0.045	0.0505	0.0799	0.818482	0.692737	0.455046	1.221774	0.846369	0.555963	1.443548	1.181518	0.656881	2.197581	1.79868	1.522346	0.826667	0.736634	0.465582	1.209677	0.891089	0.563204	1.357527	1.122222	0.63204	2.147849	1.775555	1.582178	266.744537	0.000394	3.680775	7102.932129	7.851273	0.561964	209.614868	57.129684	22.19305	3.090496	0.475394	1.201896	0.031	0.03765	0.04315	0.0672	0.823373173970783	0.718424101969872	0.461309523809524	1.21451612903226	0.872537659327926	0.560267857142857	1.39193548387097	1.1460823373174	0.642113095238095	2.16774193548387	1.78486055776892	1.55735805330243
"445"	566520	5592660	0.0253	0.0305	0.0365	0.0562	0.038	0.0457	0.052	0.0819	0.829508	0.693151	0.450178	1.205534	0.835616	0.542705	1.442688	1.196721	0.649466	2.221344	1.842623	1.539726	0.83151	0.730769	0.46398	1.202632	0.878846	0.557998	1.368421	1.137856	0.634921	2.155263	1.792123	1.575	265.246277	0.000403	3.720483	7145.02002	7.854196	0.564785	209.59436	55.651928	23.558973	3.099609	0.516929	1.113457	0.03165	0.0381	0.04425	0.06905	0.830708661417323	0.715254237288136	0.458363504706734	1.20379146919431	0.861016949152542	0.551774076755974	1.39810426540284	1.16141732283465	0.640839971035482	2.18167456556082	1.81233595800525	1.56045197740113
"446"	566550	5592660	0.0248	0.0299	0.0363	0.0562	0.0373	0.0447	0.0515	0.0821	0.829431	0.683196	0.441281	1.205645	0.823691	0.532028	1.46371	1.214047	0.645907	2.266129	1.879599	1.548209	0.834452	0.724272	0.454324	1.198391	0.867961	0.544458	1.380697	1.152125	0.627284	2.201072	1.836689	1.594175	263.695953	0.000404	3.701024	7242.276367	7.853371	0.576925	209.574265	54.121685	24.983227	3.14421	0.549703	1.012487	0.03105	0.0373	0.0439	0.06915	0.832439678284182	0.707289293849658	0.449023861171367	1.20128824476651	0.849658314350797	0.53940708604483	1.41384863123994	1.1769436997319	0.634851771511207	2.22705314009662	1.85388739946381	1.5751708428246
"447"	566580	5592660	0.0239	0.0304	0.0361	0.0569	0.0368	0.0454	0.0524	0.0847	0.786184	0.66205	0.420035	1.271967	0.842105	0.534271	1.51046	1.1875	0.634446	2.380753	1.87171	1.576177	0.810573	0.70229	0.434475	1.233696	0.866412	0.536009	1.423913	1.154185	0.618654	2.30163	1.865639	1.616412	262.099945	0.000402	3.653892	7427.430176	7.873521	0.583596	209.554535	52.54541	26.458866	3.15996	0.579111	0.96733	0.03035	0.0379	0.04425	0.0708	0.800791556728232	0.685875706214689	0.428672316384181	1.24876441515651	0.856497175141243	0.535310734463277	1.45799011532125	1.16754617414248	0.625	2.332784184514	1.86807387862797	1.6
"448"	566610	5592660	0.0256	0.0324	0.0395	0.0624	0.0374	0.0468	0.0548	0.0877	0.790123	0.648101	0.410256	1.265625	0.820253	0.519231	1.542969	1.219136	0.633013	2.4375	1.925926	1.579747	0.799145	0.682482	0.426454	1.251337	0.854015	0.533637	1.465241	1.17094	0.624857	2.34492	1.873932	1.600365	260.502625	0.000398	3.597173	7651.934082	7.918191	0.575919	209.534943	50.967682	27.938292	3.113621	0.591283	0.958937	0.0315	0.0396	0.04715	0.07505	0.795454545454546	0.668080593849417	0.419720186542305	1.25714285714286	0.839872746553552	0.527648234510326	1.4968253968254	1.19065656565657	0.628247834776815	2.38253968253968	1.89520202020202	1.59172852598091
"449"	566640	5592660	0.03	0.0362	0.045	0.0697	0.0383	0.0471	0.0551	0.088	0.828729	0.666667	0.430416	1.206667	0.804444	0.519369	1.5	1.243094	0.645624	2.323334	1.925414	1.548889	0.813163	0.6951	0.435227	1.229765	0.854809	0.535227	1.438642	1.169851	0.626136	2.29765	1.868365	1.597096	258.939392	0.000392	3.528502	7839.651855	7.961329	0.564813	209.515076	49.424316	29.386452	3.055748	0.592957	0.928932	0.03415	0.04165	0.05005	0.07885	0.819927971188475	0.682317682317682	0.433100824350032	1.21961932650073	0.832167832167832	0.528218135700698	1.46559297218155	1.20168067226891	0.634749524413443	2.30893118594436	1.89315726290516	1.57542457542458
"450"	566670	5592660	0.0313	0.0392	0.0476	0.0723	0.0385	0.0469	0.054	0.086	0.798469	0.657563	0.432918	1.252396	0.823529	0.542185	1.520767	1.214286	0.658368	2.309904	1.844388	1.518908	0.820895	0.712963	0.447674	1.218182	0.868519	0.545349	1.402597	1.151386	0.627907	2.233766	1.833689	1.592593	257.396057	0.000389	3.438226	7956.063477	7.971889	0.569598	209.494751	47.901306	30.817768	3.06854	0.582277	0.906849	0.0349	0.04305	0.0508	0.07915	0.81068524970964	0.687007874015748	0.440934933670246	1.23352435530086	0.84744094488189	0.543903979785218	1.45558739255014	1.18002322880372	0.641819330385344	2.26790830945559	1.83855981416957	1.55807086614173
"451"	566700	5592660	0.0289	0.0356	0.0437	0.0674	0.0383	0.0458	0.0532	0.0852	0.811798	0.661327	0.428783	1.231834	0.814645	0.52819	1.512111	1.227528	0.648368	2.33218	1.893258	1.542334	0.836245	0.719925	0.449531	1.195822	0.860902	0.537559	1.389034	1.161572	0.624413	2.224543	1.860262	1.601504	255.819016	0.000395	3.290944	8014.288574	7.948378	0.593698	209.473633	46.345379	32.287125	3.164448	0.571684	0.848608	0.0336	0.0407	0.04845	0.0763	0.825552825552825	0.693498452012384	0.440366972477064	1.21130952380952	0.840041279669763	0.533420707732634	1.44196428571429	1.19041769041769	0.634993446920052	2.27083333333333	1.87469287469287	1.57481940144479
"452"	566730	5592660	0.0277	0.033	0.0403	0.0626	0.0383	0.0451	0.0516	0.0825	0.839394	0.687345	0.442492	1.191336	0.818859	0.527157	1.454874	1.221212	0.64377	2.259928	1.89697	1.55335	0.849224	0.742248	0.464242	1.177546	0.874031	0.546667	1.347259	1.144124	0.625455	2.154047	1.829268	1.598837	254.167343	0.000397	3.046208	8065.092773	7.903446	0.635475	209.45195	44.715393	33.833916	3.331155	0.57711	0.570288	0.033	0.03905	0.04595	0.07255	0.845070422535211	0.718171926006529	0.454858718125431	1.18333333333333	0.849836779107726	0.538249483115093	1.39242424242424	1.17669654289373	0.633356305995865	2.19848484848485	1.85787451984635	1.57889009793254
"453"	566760	5592660	0.0268	0.032	0.0394	0.0598	0.0382	0.0458	0.0517	0.0819	0.8375	0.680203	0.448161	1.19403	0.812183	0.535117	1.470149	1.23125	0.658863	2.231343	1.86875	1.517766	0.834061	0.738878	0.466422	1.198953	0.88588	0.559219	1.353403	1.128821	0.631258	2.143979	1.78821	1.584139	252.392868	0.00039	2.73913	8246.268555	7.830296	0.723709	209.429138	42.96373	35.507671	3.667729	0.576908	0.371801	0.0325	0.0389	0.04555	0.07085	0.83547557840617	0.713501646542261	0.458715596330275	1.19692307692308	0.854006586169045	0.549047282992237	1.40153846153846	1.17095115681234	0.642907551164432	2.18	1.82133676092545	1.55543358946213
"454"	566790	5592660	0.0268	0.0321	0.039	0.0612	0.0382	0.0466	0.0541	0.0863	0.834891	0.687179	0.437908	1.197761	0.823077	0.52451	1.455224	1.214953	0.637255	2.283582	1.906542	1.569231	0.819743	0.7061	0.442642	1.219895	0.861368	0.539977	1.41623	1.160944	0.626883	2.259162	1.851931	1.595194	250.374863	0.000382	2.435532	8619.688477	7.737217	0.873775	209.405228	40.969631	37.428711	4.209943	0.568775	0.313135	0.0325	0.03935	0.04655	0.07375	0.825921219822109	0.698174006444683	0.440677966101695	1.21076923076923	0.845327604726101	0.533559322033898	1.43230769230769	1.18297331639136	0.631186440677966	2.26923076923077	1.87420584498094	1.5843179377014
"455"	566820	5592660	0.0256	0.031	0.0384	0.0579	0.0383	0.0467	0.0546	0.0868	0.825806	0.666667	0.442142	1.210938	0.807292	0.535406	1.5	1.23871	0.663212	2.261719	1.867742	1.507812	0.820128	0.701465	0.441244	1.219321	0.855311	0.538018	1.425587	1.169165	0.629032	2.266319	1.858672	1.589744	248.044037	0.000362	2.151681	9132.991211	7.679057	1.024277	209.380051	38.663994	39.666458	4.718606	0.55283	0.287673	0.03195	0.03885	0.0465	0.07235	0.822393822393822	0.687096774193548	0.441603317208017	1.21596244131455	0.835483870967742	0.536973047684865	1.45539906103286	1.1969111969112	0.642709053213545	2.26447574334898	1.86229086229086	1.55591397849462
"456"	566850	5592660	0.0272	0.0347	0.0421	0.0727	0.0388	0.0492	0.0562	0.1054	0.783862	0.646081	0.37414	1.275735	0.824228	0.477304	1.547794	1.213257	0.579092	2.672794	2.095101	1.726841	0.788618	0.690391	0.368121	1.268041	0.875445	0.466793	1.448454	1.142277	0.533207	2.716495	2.142277	1.875445	245.514252	0.000325	1.903476	9712.18457	7.687564	1.108173	209.354156	36.160095	42.105175	4.968983	0.539546	0.274985	0.033	0.04195	0.04915	0.08905	0.786650774731824	0.671414038657172	0.370578326782706	1.27121212121212	0.853509664292981	0.471083660864683	1.48939393939394	1.17163289630513	0.55193711398091	2.69848484848485	2.12276519666269	1.8118006103764
"457"	565770	5592690	0.041	0.053	0.0684	0.1309	0.0439	0.0584	0.068	0.136	0.773585	0.599415	0.313216	1.292683	0.774854	0.404889	1.668293	1.290566	0.522536	3.192683	2.469811	1.913743	0.751712	0.645588	0.322794	1.330296	0.858823	0.429412	1.548975	1.164384	0.5	3.09795	2.328767	2	296.564178	0.000678	7.93473	3940.776855	7.328246	0.356455	210.23761	86.326576	0.040354	2.441245	0.400054	1.763088	0.04245	0.0557	0.0682	0.13345	0.762118491921005	0.622434017595308	0.318096665417759	1.31213191990577	0.816715542521994	0.417384788310229	1.60659599528857	1.22441651705566	0.511052828774822	3.14369846878681	2.39587073608618	1.95674486803519
"458"	565800	5592690	0.0341	0.0431	0.0535	0.0955	0.0409	0.0508	0.0587	0.1	0.791183	0.637383	0.357068	1.26393	0.805607	0.451309	1.568915	1.241299	0.560209	2.800586	2.215777	1.785047	0.805118	0.696763	0.409	1.242054	0.865417	0.508	1.435208	1.155512	0.587	2.444988	1.968504	1.703578	296.379944	0.000558	6.146861	4140.210938	7.405586	0.41285	210.22113	86.158806	0.076467	2.662992	0.488533	1.621077	0.0375	0.04695	0.0561	0.09775	0.798722044728434	0.668449197860963	0.383631713554987	1.252	0.836898395721925	0.480306905370844	1.496	1.19488817891374	0.573913043478261	2.60666666666667	2.08200212992545	1.74242424242424
"459"	565830	5592690	0.0339	0.0441	0.0537	0.0986	0.0415	0.0518	0.0603	0.1059	0.768707	0.631285	0.343813	1.300885	0.821229	0.447262	1.584071	1.217687	0.544625	2.908555	2.235828	1.836127	0.801158	0.688226	0.391879	1.248193	0.859038	0.489141	1.453012	1.164093	0.569405	2.551807	2.044401	1.756219	295.916016	0.000439	4.15216	4519.084961	7.428123	0.495999	210.195984	85.720016	0.202854	3.004845	0.492358	1.350975	0.0377	0.04795	0.057	0.10225	0.786235662148071	0.66140350877193	0.368704156479218	1.27188328912467	0.841228070175439	0.468948655256724	1.51193633952255	1.18873826903024	0.557457212713936	2.71220159151194	2.13242961418144	1.79385964912281
"460"	565860	5592690	0.0347	0.045	0.0554	0.0984	0.0422	0.0524	0.0607	0.1034	0.771111	0.626354	0.352642	1.29683	0.812274	0.457317	1.596542	1.231111	0.563008	2.835735	2.186666	1.776173	0.805344	0.695222	0.408124	1.241706	0.863262	0.50677	1.438389	1.158397	0.587041	2.450237	1.973282	1.70346	295.200684	0.000372	2.907681	5027.765137	7.433753	0.576311	210.169968	85.030716	0.482154	3.319835	0.472995	0.885967	0.03845	0.0487	0.05805	0.1009	0.78952772073922	0.662360034453058	0.381070366699703	1.2665799739922	0.838931955211025	0.482656095143707	1.50975292587776	1.19199178644764	0.575322101090188	2.62418725617685	2.07186858316222	1.73815676141258
"461"	565890	5592690	0.038	0.0484	0.0595	0.1002	0.0442	0.0543	0.0643	0.1029	0.785124	0.638655	0.379242	1.273684	0.813445	0.483034	1.56579	1.229339	0.593812	2.636842	2.070248	1.684034	0.813996	0.687403	0.429543	1.228507	0.844479	0.527697	1.454751	1.184162	0.624879	2.328054	1.895028	1.600311	294.261078	0.000304	1.964622	5751.276855	7.481543	0.661321	210.143524	84.117546	0.945016	3.6165	0.537671	0.470654	0.0411	0.05135	0.0619	0.10155	0.800389483933788	0.663974151857835	0.404726735598227	1.24939172749392	0.829563812600969	0.505662235352043	1.50608272506083	1.20545277507303	0.609551944854751	2.47080291970803	1.97760467380721	1.640549273021
"462"	565920	5592690	0.042	0.0526	0.0664	0.1114	0.0462	0.0579	0.0681	0.1138	0.798479	0.63253	0.37702	1.252381	0.792169	0.472172	1.580952	1.262357	0.59605	2.652381	2.117871	1.677711	0.797927	0.678414	0.405975	1.253247	0.85022	0.508787	1.474026	1.176166	0.598418	2.463203	1.965458	1.671072	293.099945	0.000218	1.136082	6800.96582	7.560158	0.766311	210.11673	82.983215	1.595071	3.948214	0.578994	0.326025	0.0441	0.05525	0.06725	0.1126	0.798190045248869	0.655762081784387	0.391651865008881	1.25283446712018	0.821561338289963	0.490674955595027	1.5249433106576	1.21719457013575	0.597246891651865	2.55328798185941	2.03800904977376	1.67434944237918
"463"	565950	5592690	0.0438	0.0573	0.0729	0.1304	0.043	0.0603	0.0642	0.1446	0.764398	0.600823	0.33589	1.308219	0.786008	0.439417	1.664384	1.272251	0.559049	2.977169	2.275742	1.788752	0.713101	0.669782	0.297372	1.402326	0.939252	0.417012	1.493023	1.064677	0.443983	3.362791	2.39801	2.252337	292.218536	0.000142	0.494757	8045.17627	7.671501	0.850053	210.08876	82.129768	2.121401	4.170123	0.57997	0.308687	0.0434	0.0588	0.06855	0.1375	0.738095238095238	0.633114514952589	0.315636363636364	1.35483870967742	0.857768052516411	0.427636363636364	1.5794930875576	1.16581632653061	0.498545454545455	3.16820276497696	2.33843537414966	2.00583515681984
"464"	566010	5592690	0.0272	0.0341	0.0419	0.0644	0.0374	0.0456	0.0513	0.0905	0.797654	0.649165	0.42236	1.253676	0.813842	0.529503	1.540441	1.228739	0.650621	2.367647	1.888563	1.536993	0.820175	0.729045	0.41326	1.219251	0.888889	0.503867	1.371658	1.125	0.566851	2.419786	1.984649	1.764132	288.480713	-1.1e-05	-0.491036	10978.046875	7.946626	0.951241	210.030869	78.449844	4.511612	4.33497	0.573065	0.302617	0.0323	0.03985	0.0466	0.07745	0.810539523212045	0.6931330472103	0.417043253712072	1.23374613003096	0.855150214592275	0.514525500322789	1.44272445820433	1.1693851944793	0.601678502259522	2.39783281733746	1.9435382685069	1.66201716738197
"465"	566040	5592690	0.027	0.0326	0.0393	0.0587	0.0375	0.0448	0.0517	0.0787	0.828221	0.687023	0.459966	1.207407	0.829517	0.555366	1.455555	1.205521	0.669506	2.174074	1.800613	1.493639	0.837054	0.725339	0.476493	1.194667	0.866538	0.56925	1.378667	1.154018	0.656925	2.098666	1.756696	1.522244	287.618866	-1.1e-05	-0.479682	11189.025391	7.99378	0.920444	210.006638	77.612213	5.03403	4.21393	0.577709	0.306254	0.03225	0.0387	0.0455	0.0687	0.833333333333333	0.708791208791209	0.46943231441048	1.2	0.850549450549451	0.563318777292576	1.41085271317829	1.17571059431525	0.662299854439592	2.13023255813954	1.77519379844961	1.50989010989011
"466"	566070	5592690	0.0273	0.033	0.0397	0.06	0.038	0.0454	0.0533	0.082	0.827273	0.687657	0.455	1.208791	0.831234	0.55	1.454213	1.20303	0.661667	2.197802	1.818182	1.511335	0.837004	0.712946	0.463415	1.194737	0.851782	0.553659	1.402632	1.174009	0.65	2.157895	1.806167	1.538462	286.424103	2.6e-05	-0.208672	10886.577148	7.992885	0.883908	209.978867	76.445251	5.766569	4.10138	0.581248	0.309307	0.03265	0.0392	0.0465	0.071	0.832908163265306	0.702150537634409	0.459859154929577	1.20061255742726	0.843010752688172	0.552112676056338	1.42419601837672	1.18622448979592	0.654929577464789	2.17457886676876	1.81122448979592	1.52688172043011
"467"	566100	5592690	0.0273	0.0336	0.0403	0.0609	0.0379	0.0449	0.0523	0.0809	0.8125	0.677419	0.448276	1.230769	0.833747	0.551724	1.47619	1.199405	0.661741	2.230769	1.8125	1.511166	0.844098	0.724665	0.46848	1.184697	0.858509	0.555006	1.379947	1.164811	0.646477	2.134565	1.801782	1.546845	285.266785	9.6e-05	0.226478	10190.47168	7.925434	0.872889	209.951157	75.315613	6.499615	4.103927	0.579194	0.311624	0.0326	0.03925	0.0463	0.0709	0.830573248407643	0.704103671706264	0.459802538787024	1.20398773006135	0.847732181425486	0.553596614950635	1.42024539877301	1.1796178343949	0.653032440056417	2.17484662576687	1.80636942675159	1.53131749460043
"468"	566130	5592690	0.0276	0.034	0.0409	0.0613	0.0372	0.0447	0.0518	0.0805	0.811765	0.674817	0.450245	1.231884	0.831296	0.554649	1.481884	1.202941	0.66721	2.221014	1.802941	1.498778	0.832215	0.718147	0.462112	1.201613	0.862934	0.555279	1.392473	1.158837	0.643478	2.163979	1.800895	1.554054	284.060089	0.000166	0.628668	9435.654297	7.83027	0.879398	209.923553	74.136551	7.306176	4.177448	0.567897	0.318888	0.0324	0.03935	0.04635	0.0709	0.823379923761118	0.699029126213592	0.456981664315938	1.21450617283951	0.848975188781014	0.555007052186178	1.43055555555556	1.17789072426938	0.653737658674189	2.18827160493827	1.80177890724269	1.52966558791802
"469"	566160	5592690	0.0275	0.034	0.0413	0.062	0.0373	0.045	0.0516	0.0799	0.808823	0.66586	0.443548	1.236364	0.823245	0.548387	1.501818	1.214706	0.666129	2.254545	1.823529	1.501211	0.828889	0.722868	0.466834	1.206434	0.872093	0.563204	1.383378	1.146667	0.645807	2.142091	1.775555	1.54845	282.779724	0.000218	0.899338	8729.923828	7.739416	0.880421	209.896347	72.883369	8.225903	4.231756	0.548078	0.334063	0.0324	0.0395	0.04645	0.07095	0.820253164556962	0.697524219590958	0.456659619450317	1.21913580246914	0.85037674919268	0.556730091613813	1.43364197530864	1.17594936708861	0.654686398872446	2.18981481481481	1.79620253164557	1.52744886975242
"470"	566190	5592690	0.0275	0.0334	0.0403	0.0606	0.0373	0.0442	0.0514	0.0794	0.823353	0.682382	0.453795	1.214545	0.828784	0.551155	1.465455	1.206587	0.665016	2.203636	1.814371	1.503722	0.843891	0.725681	0.469773	1.184986	0.859922	0.556675	1.378016	1.162896	0.647355	2.128686	1.79638	1.544747	281.432617	0.000258	1.050477	8098.44043	7.648795	0.884781	209.869614	71.563004	9.249961	4.297071	0.49382	0.386529	0.0324	0.0388	0.04585	0.07	0.835051546391752	0.706652126499455	0.462857142857143	1.19753086419753	0.846237731733915	0.554285714285714	1.41512345679012	1.18170103092784	0.655	2.16049382716049	1.80412371134021	1.52671755725191
