x	y	S2_B02_20160409	S2_B03_20160409	S2_B04_20160409	S2_B08_20160409	BG_20160409	BR_20160409	BNIR_20160409	GB_20160409	GR_20160409	GNIR_20160409	RB_20160409	RG_20160409	RNIR_20160409	NIRB_20160409	NIRG_20160409	NIRR_20160409	DEM	SLP	CS_curv	Long_curv	CI	FA	TWI	LSF	CNBL	VDCN	VD	RSP	MRVBF	MRRTF
566135.000000	5592885.000000	0.018600	0.019900	0.026100	0.048600	0.934674	0.712644	0.382716	1.069892	0.762452	0.409465	1.403226	1.311558	0.537037	2.612903	2.442211	1.862069	270.874817	4.888266	-0.000237	-0.000167	-0.116448	8277.531250	8.642837	1.308804	237.058563	33.816254	13.811916	0.709991	0.548187	0.272201
566145.000000	5592885.000000	0.020100	0.020400	0.027600	0.051300	0.985294	0.728261	0.391813	1.014925	0.739130	0.397661	1.373135	1.352941	0.538012	2.552239	2.514706	1.858696	270.290649	4.850330	-0.000329	-0.000239	-0.349577	8424.223633	8.668209	1.300154	236.982437	33.308224	14.276657	0.699960	0.550000	0.273663
566155.000000	5592885.000000	0.020800	0.020200	0.028300	0.052100	1.029703	0.734982	0.399232	0.971154	0.713781	0.387716	1.360577	1.400990	0.543186	2.504807	2.579208	1.840989	269.726257	4.791162	-0.000392	-0.000253	-0.572229	8320.808594	8.667610	1.276348	236.902954	32.823311	14.720844	0.690360	0.548575	0.280279
566165.000000	5592885.000000	0.019600	0.020400	0.028600	0.052200	0.960785	0.685315	0.375479	1.040816	0.713287	0.390805	1.459183	1.401961	0.547893	2.663265	2.558824	1.825175	269.184906	4.752627	-0.000427	-0.000202	-0.767503	7992.461914	8.634678	1.252778	236.819290	32.365616	15.141094	0.681270	0.549535	0.283031
566175.000000	5592885.000000	0.020600	0.020100	0.028800	0.053100	1.024876	0.715278	0.387947	0.975728	0.697917	0.378531	1.398058	1.432836	0.542373	2.577670	2.641791	1.843750	268.662415	4.754470	-0.000444	-0.000102	-0.924532	7567.044922	8.579247	1.239749	236.731506	31.930893	15.541656	0.672602	0.549623	0.283102
566185.000000	5592885.000000	0.020800	0.019100	0.029400	0.053100	1.089005	0.707483	0.391714	0.918269	0.649660	0.359699	1.413462	1.539267	0.553672	2.552884	2.780104	1.806122	268.155457	4.783108	-0.000450	0.000021	-1.031767	7186.510742	8.521743	1.236722	236.640564	31.514877	15.926086	0.664280	0.548209	0.281947
566195.000000	5592885.000000	0.020600	0.021200	0.029900	0.053800	0.971698	0.688963	0.382900	1.029126	0.709030	0.394052	1.451456	1.410377	0.555762	2.611650	2.537736	1.799331	267.668091	4.822931	-0.000449	0.000148	-1.088908	6891.113770	8.471646	1.239757	236.545273	31.122829	16.290356	0.656400	0.545877	0.280051
566205.000000	5592885.000000	0.020200	0.021300	0.029000	0.051300	0.948357	0.696552	0.393762	1.054455	0.734483	0.415205	1.435643	1.361502	0.565302	2.539604	2.408451	1.768966	267.205566	4.880558	-0.000433	0.000266	-1.082155	6632.291016	8.421604	1.249491	236.443665	30.761879	16.629070	0.649090	0.549096	0.271060
566215.000000	5592885.000000	0.019100	0.019100	0.027000	0.049700	1.000000	0.707408	0.384306	1.000000	0.707407	0.384306	1.413612	1.413613	0.543260	2.602094	2.602094	1.840741	266.767090	4.970726	-0.000381	0.000367	-0.976538	6372.843750	8.363567	1.269434	236.334686	30.432411	16.942883	0.642350	0.582152	0.234606
566225.000000	5592885.000000	0.019000	0.020100	0.028200	0.053500	0.945274	0.673759	0.355140	1.057895	0.712766	0.375701	1.484210	1.402985	0.527103	2.815789	2.661691	1.897163	266.346619	5.100498	-0.000298	0.000436	-0.794560	6112.054688	8.296225	1.301728	236.219345	30.127258	17.238071	0.636041	0.633852	0.182911
566235.000000	5592885.000000	0.020700	0.020400	0.028000	0.054500	1.014706	0.739286	0.379817	0.985507	0.728571	0.374312	1.352657	1.372549	0.513762	2.632850	2.671569	1.946428	265.934113	5.260966	-0.000214	0.000460	-0.603590	5857.498535	8.222799	1.343602	236.097610	29.836498	17.524693	0.629956	0.651940	0.156922
566245.000000	5592885.000000	0.020800	0.022200	0.028700	0.055400	0.936937	0.724739	0.375451	1.067308	0.773519	0.400722	1.379807	1.292793	0.518051	2.663461	2.495495	1.930314	265.519592	5.417145	-0.000151	0.000437	-0.453035	5628.052734	8.153536	1.384387	235.968399	29.551205	17.812695	0.623896	0.614674	0.169823
566255.000000	5592885.000000	0.020800	0.021500	0.028400	0.052900	0.967442	0.732394	0.393195	1.033653	0.757042	0.406427	1.365384	1.320930	0.536862	2.543269	2.460466	1.862676	265.098206	5.524317	-0.000112	0.000378	-0.347710	5461.981445	8.103987	1.411473	235.832748	29.265438	18.107117	0.617749	0.550351	0.204362
566265.000000	5592885.000000	0.020800	0.020500	0.027100	0.051400	1.014634	0.767528	0.404669	0.985577	0.756458	0.398833	1.302885	1.321951	0.527237	2.471153	2.507317	1.896679	264.675751	5.563327	-0.000081	0.000307	-0.258060	5339.974609	8.074266	1.417912	235.692627	28.983131	18.402252	0.611624	0.507394	0.230805
566275.000000	5592885.000000	0.022000	0.020000	0.028800	0.053700	1.100000	0.763889	0.409683	0.909091	0.694444	0.372440	1.309091	1.440000	0.536313	2.440909	2.685000	1.864583	264.264618	5.550223	-0.000035	0.000246	-0.150526	5159.388184	8.041941	1.403818	235.547760	28.716858	18.685959	0.605781	0.496494	0.240136
566285.000000	5592885.000000	0.020200	0.020200	0.029100	0.054000	1.000000	0.694158	0.374074	1.000000	0.694158	0.374074	1.440594	1.440594	0.538889	2.673267	2.673268	1.855670	263.868958	5.520165	0.000033	0.000204	-0.013977	4854.352539	7.985927	1.376966	235.396011	28.472958	18.954010	0.600330	0.496170	0.243471
566295.000000	5592885.000000	0.020700	0.021100	0.028300	0.053200	0.981043	0.731449	0.389098	1.019323	0.745583	0.396616	1.367150	1.341232	0.531955	2.570048	2.521327	1.879859	263.480133	5.501213	0.000109	0.000178	0.132313	4470.645996	7.906780	1.348378	235.236130	28.244011	19.215084	0.595100	0.485975	0.254398
566305.000000	5592885.000000	0.020400	0.020100	0.028100	0.052300	1.014925	0.725979	0.390057	0.985294	0.715302	0.384321	1.377451	1.398010	0.537285	2.563725	2.601990	1.861210	263.084595	5.502595	0.000176	0.000162	0.258730	4115.489746	7.824062	1.326722	235.069214	28.015362	19.482777	0.589797	0.452108	0.286564
566315.000000	5592885.000000	0.019200	0.020100	0.027600	0.053100	0.955224	0.695652	0.361582	1.046875	0.728261	0.378531	1.437500	1.373134	0.519774	2.765625	2.641791	1.923913	262.674652	5.510592	0.000228	0.000158	0.354291	3864.283936	7.760114	1.312695	234.895050	27.779613	19.764751	0.584266	0.418366	0.319554
566325.000000	5592885.000000	0.019600	0.019800	0.027600	0.053700	0.989899	0.710145	0.364991	1.010204	0.717391	0.368715	1.408163	1.393940	0.513967	2.739795	2.712121	1.945652	262.253174	5.497720	0.000273	0.000168	0.429993	3723.737305	7.725744	1.299124	234.712341	27.540836	20.058228	0.578578	0.390608	0.349832
566335.000000	5592885.000000	0.020000	0.020600	0.028400	0.052700	0.970874	0.704225	0.379507	1.030000	0.725352	0.390892	1.420000	1.378641	0.538899	2.634999	2.558253	1.855634	261.825287	5.465246	0.000322	0.000186	0.511832	3661.972656	7.715166	1.284889	234.522171	27.303108	20.358086	0.572837	0.370687	0.374836
566345.000000	5592885.000000	0.018300	0.020800	0.027700	0.050700	0.879808	0.660650	0.360947	1.136612	0.750903	0.410256	1.513661	1.331731	0.546351	2.770491	2.437500	1.830325	261.387421	5.444673	0.000360	0.000196	0.579743	3643.505615	7.713961	1.277322	234.326721	27.060703	20.667904	0.566949	0.396297	0.350668
566355.000000	5592885.000000	0.018700	0.020700	0.028200	0.050700	0.903382	0.663121	0.368836	1.106951	0.734043	0.408284	1.508021	1.362319	0.556213	2.711229	2.449276	1.797872	260.930847	5.445186	0.000347	0.000189	0.559272	3634.597656	7.711419	1.276852	234.127045	26.803787	20.996555	0.560725	0.456516	0.290054
566365.000000	5592885.000000	0.020500	0.020200	0.027000	0.051200	1.014852	0.759259	0.400391	0.985365	0.748148	0.394531	1.317073	1.336634	0.527344	2.497561	2.534654	1.896296	260.447083	5.430264	0.000261	0.000162	0.393479	3659.711914	7.721031	1.274077	233.921860	26.525242	21.352520	0.554001	0.497187	0.253419
566375.000000	5592885.000000	0.020400	0.020400	0.027600	0.051000	1.000000	0.739130	0.400000	1.000000	0.739130	0.400000	1.352941	1.352941	0.541177	2.500000	2.500000	1.847826	259.938599	5.358682	0.000099	0.000109	0.082484	3804.784668	7.772856	1.261994	233.710953	26.227646	21.733467	0.546835	0.508803	0.251059
566385.000000	5592885.000000	0.020400	0.019400	0.028100	0.050900	1.051547	0.725979	0.400786	0.950980	0.690391	0.381139	1.377451	1.448454	0.552063	2.495097	2.623711	1.811388	259.427551	5.237294	-0.000110	0.000041	-0.315889	4095.445557	7.869080	1.243053	233.495468	25.932095	22.117153	0.539682	0.516888	0.257198
566395.000000	5592885.000000	0.019700	0.019500	0.025500	0.050700	1.010256	0.772549	0.388560	0.989848	0.764706	0.384615	1.294416	1.307692	0.502959	2.573604	2.600000	1.988235	258.943787	5.107185	-0.000310	-0.000008	-0.708753	4415.638672	7.970037	1.221524	233.276459	25.667332	22.473804	0.533152	0.539226	0.252114
566405.000000	5592885.000000	0.020100	0.020100	0.026800	0.052500	1.000000	0.750000	0.382857	1.000000	0.750000	0.382857	1.333333	1.333333	0.510476	2.611941	2.611940	1.958955	258.502350	5.007014	-0.000458	-0.000023	-1.001676	4604.660156	8.032125	1.200763	233.053711	25.448627	22.788429	0.527558	0.610664	0.206392
566415.000000	5592885.000000	0.020500	0.020100	0.028200	0.052000	1.019901	0.726951	0.394231	0.980488	0.712766	0.386539	1.375609	1.402985	0.542308	2.536585	2.587064	1.843972	258.101624	4.935753	-0.000515	0.000000	-1.114529	4600.710449	8.045352	1.178510	232.828308	25.273300	23.062607	0.522852	0.663577	0.172945
566425.000000	5592885.000000	0.020000	0.019800	0.027000	0.051300	1.010101	0.740741	0.389864	0.990000	0.733333	0.385965	1.350000	1.363637	0.526316	2.565000	2.590910	1.900000	257.738312	4.854968	-0.000473	0.000054	-1.040696	4457.596191	8.030061	1.146324	232.601379	25.136921	23.299557	0.518950	0.617144	0.217455
566435.000000	5592885.000000	0.019700	0.019900	0.028200	0.052700	0.989950	0.698582	0.373814	1.010152	0.705674	0.377609	1.431472	1.417085	0.535104	2.675127	2.648241	1.868794	257.409851	4.757023	-0.000377	0.000118	-0.862748	4266.265625	8.006759	1.106686	232.374756	25.035110	23.502014	0.515777	0.562066	0.271939
566445.000000	5592885.000000	0.019600	0.020100	0.027400	0.052700	0.975125	0.715329	0.371917	1.025510	0.733577	0.381404	1.397959	1.363184	0.519924	2.688775	2.621890	1.923358	257.110657	4.652812	-0.000274	0.000181	-0.659748	4078.539307	7.984222	1.065717	232.148788	24.961880	23.675816	0.513205	0.555568	0.288019
566455.000000	5592885.000000	0.019300	0.020500	0.026900	0.053900	0.941463	0.717472	0.358070	1.062176	0.762082	0.380334	1.393782	1.312195	0.499072	2.792746	2.629268	2.003718	256.832275	4.542060	-0.000180	0.000251	-0.475116	3931.018555	7.971886	1.025348	231.923920	24.908363	23.829552	0.511052	0.561246	0.292748
566465.000000	5592885.000000	0.018300	0.019700	0.027400	0.055000	0.928934	0.667883	0.332727	1.076503	0.718978	0.358182	1.497267	1.390863	0.498182	3.005464	2.791878	2.007299	256.567719	4.433531	-0.000109	0.000330	-0.336833	3857.587891	7.977528	0.989918	231.700150	24.867580	23.970146	0.509173	0.566336	0.297022
566475.000000	5592885.000000	0.020500	0.020700	0.028500	0.056800	0.990339	0.719298	0.360916	1.009756	0.726316	0.364437	1.390244	1.376812	0.501761	2.770731	2.743962	1.992982	256.313843	4.343661	-0.000060	0.000418	-0.241555	3851.876465	7.996660	0.963665	231.477936	24.835926	24.100830	0.507496	0.570307	0.300355
566485.000000	5592885.000000	0.018300	0.020000	0.028200	0.054200	0.915000	0.648936	0.337638	1.092896	0.709220	0.369004	1.540983	1.410000	0.520295	2.961748	2.710000	1.921986	256.072083	4.287381	-0.000009	0.000522	-0.144425	3845.233398	8.008051	0.947216	231.257721	24.814358	24.220371	0.506043	0.572742	0.302350
566495.000000	5592885.000000	0.018300	0.019000	0.025600	0.052800	0.963158	0.714844	0.346591	1.038251	0.742188	0.359848	1.398907	1.347368	0.484848	2.885245	2.778948	2.062500	255.843781	4.273110	0.000068	0.000644	-0.000608	3748.682861	7.985848	0.938396	231.039474	24.804298	24.327290	0.504841	0.573294	0.302833
566505.000000	5592885.000000	0.020200	0.018900	0.026000	0.053100	1.068783	0.776923	0.380414	0.935643	0.726923	0.355932	1.287129	1.375662	0.489642	2.628713	2.809524	2.042307	255.623154	4.301247	0.000180	0.000776	0.206416	3543.938965	7.922903	0.935881	230.822769	24.800388	24.427170	0.503777	0.571969	0.301812
566515.000000	5592885.000000	0.020000	0.020400	0.027500	0.052600	0.980392	0.727273	0.380228	1.020000	0.741818	0.387833	1.375000	1.348039	0.522814	2.630000	2.578432	1.912727	255.398102	4.367767	0.000311	0.000901	0.446463	3290.972656	7.833581	0.940737	230.608047	24.790054	24.532158	0.502601	0.569013	0.299361
566525.000000	5592885.000000	0.019300	0.020300	0.029200	0.056600	0.950739	0.660959	0.340989	1.051813	0.695205	0.358657	1.512953	1.438424	0.515901	2.932643	2.788178	1.938356	255.156433	4.469390	0.000434	0.001002	0.657192	3056.924072	7.737150	0.955141	230.396149	24.760284	24.654705	0.501055	0.563300	0.296604
566535.000000	5592885.000000	0.020200	0.021700	0.030600	0.061200	0.930876	0.660131	0.330065	1.074257	0.709150	0.354575	1.514852	1.410138	0.500000	3.029703	2.820276	2.000000	254.887894	4.599565	0.000517	0.001069	0.772617	2880.181641	7.649290	0.979734	230.187439	24.700451	24.805145	0.498930	0.545770	0.302609
566545.000000	5592885.000000	0.023300	0.026200	0.035200	0.075200	0.889313	0.661932	0.309840	1.124464	0.744318	0.348404	1.510729	1.343511	0.468085	3.227468	2.870229	2.136364	254.583786	4.741755	0.000552	0.001096	0.785936	2778.135254	7.582837	1.011878	229.981476	24.602314	24.992027	0.496059	0.504399	0.331541
566555.000000	5592885.000000	0.025700	0.029100	0.038900	0.089300	0.883162	0.660668	0.287794	1.132295	0.748072	0.325868	1.513618	1.336770	0.435610	3.474707	3.068728	2.295630	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000
565845.000000	5592895.000000	0.026000	0.027600	0.043400	0.083500	0.942029	0.599078	0.311377	1.061538	0.635945	0.330539	1.669231	1.572464	0.519760	3.211538	3.025362	1.923963	283.538574	4.545830	-0.000563	-0.000131	-1.028287	3618.074463	7.964509	1.025486	239.269699	44.268864	3.893723	0.919144	0.733451	0.151998
565855.000000	5592895.000000	0.019100	0.020200	0.027100	0.055700	0.945545	0.704797	0.342909	1.057591	0.745387	0.362657	1.418848	1.341584	0.486535	2.916230	2.757426	2.055351	283.000702	4.538362	-0.000629	-0.000280	-1.166165	3920.630371	8.027161	1.035455	239.179047	43.821655	4.317825	0.910299	0.671924	0.201648
565865.000000	5592895.000000	0.017900	0.018500	0.024900	0.047800	0.967568	0.718875	0.374477	1.033520	0.742972	0.387029	1.391062	1.345946	0.520921	2.670392	2.583784	1.919679	282.500580	4.471267	-0.000674	-0.000414	-1.256005	4208.601563	8.055460	1.018155	239.087921	43.412670	4.740749	0.901541	0.590289	0.273879
565875.000000	5592895.000000	0.019500	0.018300	0.025400	0.050600	1.065574	0.767717	0.385376	0.938461	0.720473	0.361660	1.302564	1.387978	0.501976	2.594871	2.765027	1.992126	282.040649	4.394397	-0.000662	-0.000485	-1.236429	4319.742188	8.098800	1.000693	238.998215	43.042439	5.121418	0.893659	0.571140	0.298154
565885.000000	5592895.000000	0.019400	0.019800	0.027100	0.053200	0.979798	0.715867	0.364662	1.020618	0.730627	0.372180	1.396907	1.368687	0.509399	2.742268	2.686869	1.963099	281.617371	4.328466	-0.000585	-0.000492	-1.078322	4236.046875	8.093792	0.977305	238.910431	42.706928	5.462608	0.886588	0.573904	0.301856
565895.000000	5592895.000000	0.019700	0.020600	0.028000	0.052100	0.956311	0.703571	0.378119	1.045685	0.735714	0.395393	1.421320	1.359224	0.537428	2.644670	2.529127	1.860714	281.222321	4.269674	-0.000454	-0.000450	-0.796761	4019.285156	8.054549	0.949977	238.824738	42.397587	5.772465	0.880156	0.577284	0.304064
565905.000000	5592895.000000	0.019700	0.021200	0.029300	0.053100	0.929245	0.672355	0.370998	1.076142	0.723549	0.399247	1.487310	1.382076	0.551789	2.695431	2.504717	1.812286	280.848633	4.212821	-0.000293	-0.000372	-0.447450	3741.842773	7.996273	0.920276	238.740784	42.107857	6.058453	0.874209	0.579252	0.305966
565915.000000	5592895.000000	0.020000	0.021600	0.030400	0.053200	0.925926	0.657895	0.375940	1.080000	0.710526	0.406015	1.520000	1.407408	0.571429	2.659999	2.462963	1.750000	280.491455	4.168222	-0.000131	-0.000268	-0.096900	3434.171387	7.920929	0.892146	238.658340	41.833096	6.325878	0.868637	0.579847	0.307327
565925.000000	5592895.000000	0.018000	0.021100	0.028300	0.053000	0.853081	0.636042	0.339623	1.172222	0.745583	0.398113	1.572222	1.341232	0.533962	2.944444	2.511849	1.872792	280.141571	4.149500	0.000011	-0.000151	0.199622	3125.412598	7.831326	0.870393	238.577576	41.563999	6.583668	0.863252	0.579798	0.307799
565935.000000	5592895.000000	0.019500	0.019400	0.027700	0.052300	1.005155	0.703971	0.372849	0.994871	0.700361	0.370937	1.420512	1.427835	0.529637	2.682051	2.695876	1.888087	279.786316	4.161933	0.000119	-0.000027	0.401971	2859.961426	7.740088	0.858496	238.498138	41.288185	6.845150	0.857778	0.578769	0.307211
565945.000000	5592895.000000	0.019000	0.019900	0.028800	0.051600	0.954774	0.659722	0.368217	1.047368	0.690972	0.385659	1.515789	1.447236	0.558140	2.715789	2.592965	1.791667	279.416687	4.206401	0.000187	0.000091	0.487922	2658.573486	7.656864	0.857912	238.419540	40.997150	7.119991	0.852019	0.576571	0.305594
565955.000000	5592895.000000	0.020200	0.020600	0.029300	0.053100	0.980583	0.689420	0.380414	1.019802	0.703071	0.387947	1.450495	1.422330	0.551789	2.628713	2.577670	1.812286	279.028809	4.272033	0.000213	0.000188	0.462534	2518.278076	7.587522	0.866017	238.341599	40.687214	7.412464	0.845884	0.573679	0.303259
565965.000000	5592895.000000	0.020800	0.020400	0.030600	0.053900	1.019608	0.679739	0.385900	0.980769	0.666667	0.378479	1.471154	1.500000	0.567718	2.591346	2.642157	1.761438	278.621216	4.343618	0.000215	0.000262	0.381023	2444.742432	7.541640	0.879800	238.264618	40.356583	7.723694	0.839349	0.570534	0.300615
565975.000000	5592895.000000	0.019800	0.020500	0.029600	0.053200	0.965854	0.668919	0.372180	1.035354	0.692568	0.385338	1.494949	1.443902	0.556391	2.686868	2.595122	1.797297	278.196045	4.415374	0.000220	0.000317	0.309997	2438.072754	7.522697	0.898289	238.188828	40.007198	8.051254	0.832460	0.567322	0.297888
565985.000000	5592895.000000	0.019300	0.020000	0.028500	0.053500	0.965000	0.677193	0.360748	1.036269	0.701754	0.373832	1.476684	1.425000	0.532710	2.772021	2.675000	1.877193	277.756653	4.483991	0.000231	0.000355	0.272105	2481.434326	7.524898	0.919694	238.114075	39.642574	8.391914	0.825284	0.564170	0.295220
565995.000000	5592895.000000	0.018800	0.020900	0.029000	0.053200	0.899521	0.648276	0.353383	1.111702	0.720690	0.392857	1.542553	1.387560	0.545113	2.829787	2.545454	1.834483	277.304901	4.543262	0.000242	0.000368	0.251575	2556.195801	7.541378	0.941045	238.040421	39.264469	8.743671	0.817860	0.561266	0.292775
566005.000000	5592895.000000	0.018800	0.019600	0.026600	0.050100	0.959184	0.706767	0.375250	1.042553	0.736842	0.391218	1.414894	1.357143	0.530938	2.664894	2.556122	1.883458	276.841797	4.593751	0.000245	0.000349	0.229066	2649.743408	7.566191	0.961499	237.968109	38.873680	9.105247	0.810213	0.558710	0.290634
566015.000000	5592895.000000	0.019200	0.018200	0.025800	0.048700	1.054945	0.744186	0.394250	0.947917	0.705426	0.373717	1.343750	1.417582	0.529774	2.536459	2.675824	1.887597	276.366394	4.632585	0.000231	0.000300	0.190592	2770.382080	7.602103	0.980708	237.896988	38.469395	9.477737	0.802318	0.556898	0.289121
566025.000000	5592895.000000	0.020100	0.019500	0.027100	0.051500	1.030769	0.741697	0.390291	0.970149	0.719557	0.378641	1.348259	1.389744	0.526214	2.562189	2.641026	1.900369	275.882019	4.638918	0.000202	0.000233	0.131195	2930.826172	7.656843	0.993497	237.826736	38.055294	9.858154	0.794239	0.556771	0.289014
566035.000000	5592895.000000	0.019700	0.020900	0.028800	0.053900	0.942584	0.684028	0.365492	1.060914	0.725694	0.387755	1.461929	1.377990	0.534323	2.736041	2.578947	1.871528	275.397400	4.597066	0.000173	0.000173	0.073599	3136.583984	7.733560	0.995205	237.757339	37.640079	10.237831	0.786156	0.558937	0.290821
566045.000000	5592895.000000	0.020600	0.021100	0.028200	0.053400	0.976303	0.730496	0.385768	1.024272	0.748227	0.395131	1.368932	1.336493	0.528090	2.592233	2.530806	1.893617	274.919312	4.512489	0.000165	0.000142	0.069608	3410.147461	7.835332	0.987756	237.689102	37.230213	10.609631	0.778215	0.562948	0.294188
566055.000000	5592895.000000	0.021100	0.021000	0.029700	0.053000	1.004762	0.710438	0.398113	0.995261	0.707071	0.396226	1.407583	1.414286	0.560377	2.511848	2.523809	1.784512	274.451813	4.409386	0.000193	0.000148	0.159652	3778.877930	7.960474	0.978304	237.622147	36.829666	10.969341	0.770500	0.567424	0.297973
566065.000000	5592895.000000	0.021700	0.021300	0.030000	0.054100	1.018780	0.723333	0.401109	0.981567	0.710000	0.393715	1.382488	1.408451	0.554529	2.493087	2.539906	1.803333	273.994934	4.332479	0.000251	0.000187	0.328672	4230.548828	8.090559	0.978025	237.556274	36.438671	11.317188	0.763009	0.570462	0.300553
566075.000000	5592895.000000	0.021500	0.021600	0.030100	0.055100	0.995370	0.714286	0.390200	1.004651	0.717608	0.392014	1.400000	1.393519	0.546279	2.562791	2.550926	1.830565	273.538391	4.331571	0.000312	0.000234	0.513926	4723.063477	8.200741	0.999619	237.491394	36.047016	11.663651	0.755522	0.570414	0.300513
566085.000000	5592895.000000	0.020800	0.020900	0.029600	0.055200	0.995215	0.702703	0.376812	1.004808	0.706081	0.378623	1.423077	1.416268	0.536232	2.653846	2.641148	1.864865	273.063171	4.416914	0.000343	0.000264	0.652886	5238.829590	8.284792	1.046829	237.427612	35.635548	12.027649	0.747641	0.566918	0.297546
566095.000000	5592895.000000	0.020100	0.020400	0.028300	0.053700	0.985294	0.710247	0.374302	1.014925	0.720848	0.379888	1.407960	1.387255	0.527002	2.671642	2.632353	1.897527	272.555664	4.546016	0.000329	0.000262	0.704532	5784.993652	8.355106	1.108524	237.364731	35.190945	12.422970	0.739077	0.561212	0.292732
566105.000000	5592895.000000	0.019400	0.020200	0.027500	0.052700	0.960396	0.705455	0.368122	1.041237	0.734545	0.383302	1.417526	1.361386	0.521822	2.716495	2.608911	1.916363	272.015137	4.668185	0.000260	0.000216	0.640740	6362.324219	8.423814	1.169396	237.302460	34.712681	12.850777	0.729805	0.555196	0.287707
566115.000000	5592895.000000	0.020100	0.019300	0.026400	0.051400	1.041451	0.761364	0.391051	0.960199	0.731060	0.375486	1.313433	1.367876	0.513619	2.557214	2.663213	1.946970	271.447815	4.758794	0.000142	0.000129	0.462903	6956.289551	8.494141	1.220579	237.239487	34.208332	13.304935	0.719961	0.549154	0.284709
566125.000000	5592895.000000	0.019000	0.019200	0.025700	0.048000	0.989583	0.739300	0.395833	1.010526	0.747082	0.400000	1.352631	1.338542	0.535417	2.526315	2.500000	1.867704	270.861877	4.809807	0.000004	0.000028	0.213541	7542.480469	8.564859	1.257830	237.175049	33.686832	13.777069	0.709722	0.547309	0.281230
566135.000000	5592895.000000	0.018400	0.019700	0.026800	0.050400	0.934010	0.686567	0.365079	1.070652	0.735075	0.390873	1.456522	1.360406	0.531746	2.739131	2.558375	1.880597	270.267975	4.817499	-0.000124	-0.000053	-0.057545	8091.243164	8.692074	1.293457	237.108261	33.159706	14.256367	0.699321	0.569017	0.260991
566145.000000	5592895.000000	0.019300	0.020000	0.028600	0.053200	0.965000	0.674825	0.362782	1.036269	0.699301	0.375940	1.481865	1.430000	0.537594	2.756477	2.660000	1.860140	269.679535	4.792406	-0.000228	-0.000092	-0.322783	8530.588867	8.750714	1.298399	237.039185	32.640335	14.729481	0.689039	0.574609	0.257742
566155.000000	5592895.000000	0.020300	0.019800	0.028700	0.053800	1.025253	0.707317	0.377323	0.975369	0.689895	0.368030	1.413793	1.449495	0.533457	2.650246	2.717172	1.874565	269.107605	4.763797	-0.000304	-0.000083	-0.565651	8738.800781	8.722941	1.279542	236.966858	32.140728	15.185314	0.679119	0.554581	0.277370
566165.000000	5592895.000000	0.020100	0.019800	0.028100	0.053600	1.015152	0.715302	0.375000	0.985075	0.704626	0.369403	1.398010	1.419192	0.524254	2.666667	2.707071	1.907473	268.554016	4.768486	-0.000355	-0.000030	-0.764163	8650.216797	8.711302	1.278524	236.890411	31.663589	15.621876	0.669611	0.548566	0.282240
566175.000000	5592895.000000	0.021200	0.021100	0.028500	0.054200	1.004740	0.743860	0.391144	0.995283	0.740351	0.389299	1.344340	1.350711	0.525830	2.556603	2.568721	1.901754	268.013428	4.815239	-0.000388	0.000051	-0.909498	8344.074219	8.664896	1.285450	236.809906	31.203529	16.044586	0.660402	0.546142	0.280268
566185.000000	5592895.000000	0.021000	0.019800	0.028800	0.053800	1.060606	0.729167	0.390335	0.942857	0.687500	0.368030	1.371429	1.454546	0.535316	2.561905	2.717172	1.868055	267.483459	4.880155	-0.000415	0.000134	-1.010888	7980.420898	8.606649	1.296389	236.726257	30.757191	16.456112	0.651435	0.542442	0.277276
566195.000000	5592895.000000	0.020500	0.020400	0.028800	0.052800	1.004902	0.711806	0.388258	0.995122	0.708333	0.386364	1.404878	1.411765	0.545455	2.575609	2.588235	1.833333	266.968689	4.951852	-0.000439	0.000207	-1.072969	7653.321289	8.550158	1.310192	236.638184	30.330524	16.851837	0.642818	0.537913	0.273645
566205.000000	5592895.000000	0.021400	0.019800	0.027400	0.052000	1.080808	0.781022	0.411538	0.925234	0.722628	0.380769	1.280374	1.383839	0.526923	2.429907	2.626263	1.897810	266.474579	5.042912	-0.000452	0.000259	-1.083866	7349.498047	8.491381	1.330743	236.543671	29.930901	17.226185	0.634687	0.533087	0.267901
566215.000000	5592895.000000	0.020100	0.019800	0.027600	0.052900	1.015152	0.728261	0.379962	0.985075	0.717391	0.374291	1.373135	1.393940	0.521739	2.631841	2.671718	1.916667	266.001160	5.165260	-0.000437	0.000286	-1.014986	7028.069336	8.422616	1.360548	236.441605	29.559566	17.578976	0.627058	0.536284	0.251912
566225.000000	5592895.000000	0.020700	0.020300	0.029400	0.053300	1.019705	0.704082	0.388368	0.980676	0.690476	0.380863	1.420290	1.448276	0.551595	2.574879	2.625616	1.812925	265.543976	5.314075	-0.000387	0.000285	-0.872527	6681.684570	8.343611	1.397354	236.333023	29.210945	17.914875	0.619829	0.565244	0.214159
566235.000000	5592895.000000	0.020900	0.021000	0.027200	0.053900	0.995238	0.768382	0.387755	1.004785	0.772059	0.389610	1.301435	1.295238	0.504638	2.578947	2.566666	1.981617	265.096375	5.462481	-0.000328	0.000246	-0.711630	6335.319824	8.262796	1.432740	236.217834	28.878548	18.240570	0.612861	0.611145	0.167559
