x	y	S2_B02_20160409	S2_B03_20160409	S2_B04_20160409	S2_B08_20160409	BG_20160409	BR_20160409	BNIR_20160409	GB_20160409	GR_20160409	GNIR_20160409	RB_20160409	RG_20160409	RNIR_20160409	NIRB_20160409	NIRG_20160409	NIRR_20160409	DEM	SLP	CS_curv	Long_curv	CI	FA	TWI	LSF	CNBL	VDCN	VD	RSP	MRVBF	MRRTF
566045.000000	5592445.000000	0.036300	0.041200	0.059300	0.099500	0.881068	0.612142	0.364824	1.134986	0.694772	0.414070	1.633609	1.439320	0.595980	2.741047	2.415049	1.677909	297.260681	3.001435	0.000721	0.001003	2.236294	989.049072	6.879735	0.443479	237.921417	59.339279	0.000000	1.000000	0.489046	0.861990
566055.000000	5592445.000000	0.036100	0.041000	0.061500	0.100400	0.880488	0.586992	0.359562	1.135734	0.666667	0.408367	1.703601	1.500000	0.612550	2.781163	2.448781	1.632520	296.706909	3.294818	0.000743	0.000781	2.123286	1032.229980	6.828177	0.504641	237.690781	59.016117	0.000000	1.000000	0.424432	0.670909
566065.000000	5592445.000000	0.036100	0.042200	0.062100	0.100000	0.855450	0.581320	0.361000	1.168975	0.679549	0.422000	1.720222	1.471564	0.621000	2.770083	2.369668	1.610306	296.110077	3.483063	0.000765	0.000509	2.066813	1075.710449	6.813359	0.546764	237.461578	58.648499	0.000000	1.000000	0.408817	0.583526
566075.000000	5592445.000000	0.036500	0.041100	0.060600	0.100000	0.888078	0.602310	0.365000	1.126027	0.678218	0.411000	1.660274	1.474453	0.606000	2.739726	2.433090	1.650165	295.490479	3.563227	0.000789	0.000239	2.065729	1117.081055	6.828301	0.567456	237.233551	58.256924	0.000000	1.000000	0.431664	0.528917
566085.000000	5592445.000000	0.038900	0.044800	0.064800	0.108000	0.868304	0.600309	0.360185	1.151671	0.691358	0.414815	1.665810	1.446429	0.600000	2.776349	2.410714	1.666667	294.866089	3.557797	0.000813	0.000020	2.106053	1154.279419	6.926962	0.577252	237.006836	57.859253	0.000000	1.000000	0.477625	0.475990
566095.000000	5592445.000000	0.042500	0.048500	0.071500	0.117700	0.876289	0.594406	0.361088	1.141176	0.678322	0.412065	1.682353	1.474227	0.607477	2.769412	2.426804	1.646154	294.249817	3.502163	0.000829	-0.000110	2.158800	1186.080322	7.034293	0.575751	236.781097	57.468723	0.000000	1.000000	0.513462	0.447220
566105.000000	5592445.000000	0.043700	0.051600	0.075900	0.123000	0.846899	0.575758	0.355285	1.180778	0.679842	0.419512	1.736842	1.470930	0.617073	2.814645	2.383721	1.620553	293.647705	3.437007	0.000828	-0.000134	2.184496	1209.785767	7.073002	0.564122	236.555969	57.091747	0.000000	1.000000	0.552079	0.420025
566115.000000	5592445.000000	0.044800	0.052200	0.077900	0.127300	0.858238	0.575096	0.351925	1.165179	0.670090	0.410055	1.738839	1.492337	0.611940	2.841518	2.438697	1.634146	293.058075	3.395234	0.000805	-0.000047	2.146076	1226.371704	7.098915	0.556744	236.330994	56.727077	0.000000	1.000000	0.587670	0.394546
566125.000000	5592445.000000	0.046800	0.055400	0.080500	0.132100	0.844765	0.581367	0.354277	1.183761	0.688199	0.419379	1.720085	1.453069	0.609387	2.822649	2.384477	1.640994	292.474426	3.395534	0.000760	0.000134	2.022172	1244.011353	7.113149	0.558401	236.106201	56.368214	0.007423	0.999868	0.603193	0.377055
566135.000000	5592445.000000	0.047300	0.058400	0.086500	0.141500	0.809932	0.546821	0.334276	1.234672	0.675144	0.412721	1.828753	1.481165	0.611307	2.991543	2.422945	1.635838	291.888123	3.453810	0.000700	0.000371	1.819213	1269.903809	7.116785	0.573264	235.881531	56.006603	0.044575	0.999203	0.611964	0.348231
566145.000000	5592445.000000	0.049000	0.060000	0.091000	0.150200	0.816667	0.538462	0.326232	1.224490	0.659341	0.399467	1.857143	1.516667	0.605859	3.065306	2.503333	1.650550	291.287506	3.591026	0.000634	0.000584	1.578059	1306.034546	7.105979	0.606479	235.656937	55.630573	0.125519	0.997746	0.607939	0.327893
566155.000000	5592445.000000	0.054200	0.065900	0.100100	0.163800	0.822458	0.541459	0.330891	1.215867	0.658342	0.402320	1.846863	1.518968	0.611111	3.022140	2.485584	1.636364	290.656525	3.817251	0.000573	0.000667	1.353848	1349.546631	7.077704	0.660934	235.432281	55.224255	0.273151	0.995074	0.594384	0.318159
566165.000000	5592445.000000	0.054900	0.069300	0.103600	0.180900	0.792208	0.529923	0.303483	1.262295	0.668919	0.383085	1.887067	1.494949	0.572692	3.295082	2.610390	1.746139	289.978973	4.095426	0.000520	0.000550	1.180406	1396.360840	7.041162	0.729020	235.207535	54.771442	0.504589	0.990866	0.581940	0.310112
566175.000000	5592445.000000	0.046400	0.060300	0.090500	0.179200	0.769486	0.512707	0.258929	1.299569	0.666298	0.336496	1.950431	1.500829	0.505022	3.862069	2.971808	1.980111	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000
566205.000000	5592445.000000	0.023500	0.026000	0.038800	0.082000	0.903846	0.605670	0.286585	1.106383	0.670103	0.317073	1.651064	1.492308	0.473171	3.489361	3.153847	2.113402	286.965302	3.801249	0.000438	-0.000529	1.075621	1603.695190	7.254558	0.680122	234.264862	52.700424	1.935979	0.964563	0.605135	0.317947
566215.000000	5592445.000000	0.023500	0.024800	0.036400	0.072100	0.947581	0.645604	0.325936	1.055319	0.681319	0.343967	1.548936	1.467742	0.504854	3.068085	2.907258	1.980769	286.420868	3.607089	0.000447	-0.000397	1.124667	1657.549927	7.339869	0.639600	234.079910	52.340961	2.215984	0.959380	0.630448	0.322961
566225.000000	5592445.000000	0.024200	0.025900	0.036100	0.071700	0.934363	0.670360	0.337517	1.070248	0.717451	0.361227	1.491735	1.393823	0.503487	2.962810	2.768340	1.986150	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000	-99999.000000
566325.000000	5592445.000000	0.034100	0.041100	0.055700	0.097000	0.829684	0.612208	0.351546	1.205278	0.737881	0.423711	1.633431	1.355231	0.574227	2.844574	2.360097	1.741472	278.185089	4.235200	0.000604	-0.001048	1.566389	1982.846924	7.357956	0.816504	231.419983	46.765114	7.169548	0.867070	0.576519	0.305793
566335.000000	5592445.000000	0.020500	0.020200	0.028400	0.061700	1.014852	0.721831	0.332253	0.985365	0.711267	0.327391	1.385366	1.405941	0.460292	3.009755	3.054456	2.172535	277.847351	3.983829	0.000595	-0.001015	1.611787	1984.148071	7.422017	0.754848	231.300003	46.547352	7.376816	0.863200	0.585519	0.313675
566345.000000	5592445.000000	0.021300	0.021400	0.027100	0.059000	0.995327	0.785978	0.361017	1.004695	0.789668	0.362712	1.272300	1.266355	0.459322	2.769953	2.757009	2.177122	277.216431	3.509751	0.000589	-0.000779	1.682317	1989.066650	7.551558	0.640685	231.059860	46.156582	7.747192	0.856277	0.614560	0.340404
566355.000000	5592445.000000	0.018600	0.020600	0.026900	0.053100	0.902913	0.691450	0.350283	1.107527	0.765799	0.387947	1.446236	1.305825	0.506591	2.854838	2.577670	1.973978	276.661682	3.185528	0.000603	-0.000264	1.692130	1994.900879	7.650098	0.564918	230.818390	45.843277	8.043739	0.850729	0.654174	0.393554
566365.000000	5592445.000000	0.018600	0.019100	0.024200	0.046300	0.973822	0.768595	0.401728	1.026882	0.789256	0.412527	1.301075	1.267016	0.522678	2.489247	2.424084	1.913223	276.142853	3.154754	0.000625	0.000346	1.622503	1996.636597	7.660567	0.557894	230.575104	45.567753	8.307453	0.845802	0.655463	0.406897
566375.000000	5592445.000000	0.017500	0.017800	0.021200	0.041700	0.983146	0.825472	0.419664	1.017143	0.839623	0.426859	1.211429	1.191011	0.508393	2.382857	2.342697	1.966981	275.601288	3.448626	0.000641	0.000802	1.499946	2000.491821	7.575254	0.627036	230.329773	45.271530	8.597271	0.840403	0.616907	0.355530
566385.000000	5592445.000000	0.017800	0.016400	0.020200	0.041000	1.085366	0.881188	0.434146	0.921348	0.811881	0.400000	1.134831	1.231707	0.492683	2.303370	2.500000	2.029703	274.984619	3.941807	0.000635	0.000921	1.375305	2021.399414	7.451843	0.747557	230.082718	44.901894	8.964985	0.833571	0.587183	0.315994
566395.000000	5592445.000000	0.018500	0.016300	0.021000	0.044400	1.134970	0.880952	0.416667	0.881081	0.776190	0.367117	1.135135	1.288344	0.472973	2.400000	2.723927	2.114286	274.276794	4.389834	0.000610	0.000690	1.288754	2059.343018	7.360739	0.862285	229.834091	44.442699	9.426174	0.825016	0.570598	0.300747
566405.000000	5592445.000000	0.018100	0.015900	0.020600	0.044100	1.138365	0.878641	0.410431	0.878453	0.771845	0.360544	1.138121	1.295598	0.467120	2.436464	2.773585	2.140777	273.509583	4.570634	0.000576	0.000255	1.256526	2102.856689	7.340193	0.912046	229.583679	43.925888	9.949356	0.815326	0.563093	0.294314
566415.000000	5592445.000000	0.018100	0.018500	0.022900	0.043000	0.978379	0.790393	0.420930	1.022099	0.807860	0.430232	1.265193	1.237838	0.532558	2.375690	2.324325	1.877729	272.742706	4.434482	0.000546	-0.000172	1.275499	2143.306641	7.390072	0.880401	229.331818	43.410885	10.474174	0.805620	0.568139	0.298614
566425.000000	5592445.000000	0.019000	0.018600	0.022900	0.043100	1.021506	0.829694	0.440835	0.978947	0.812227	0.431555	1.205263	1.231183	0.531323	2.268421	2.317204	1.882096	272.024872	4.131251	0.000537	-0.000399	1.330819	2167.643311	7.472773	0.805036	229.078979	42.945900	10.951191	0.796813	0.579273	0.308161
566435.000000	5592445.000000	0.019200	0.016200	0.022900	0.045600	1.185185	0.838428	0.421053	0.843750	0.707424	0.355263	1.192708	1.413580	0.502193	2.375000	2.814815	1.991266	271.364685	3.874203	0.000554	-0.000354	1.394327	2164.993408	7.535478	0.740355	228.825531	42.539162	11.371754	0.789064	0.588211	0.316000
566445.000000	5592445.000000	0.016900	0.018000	0.023500	0.045600	0.938889	0.719149	0.370614	1.065088	0.765957	0.394737	1.390532	1.305556	0.515351	2.698225	2.533334	1.940426	270.736481	3.784638	0.000580	-0.000133	1.429559	2142.125732	7.548004	0.716594	228.571289	42.165180	11.762238	0.781888	0.591419	0.319189
566455.000000	5592445.000000	0.019800	0.017300	0.023600	0.045200	1.144509	0.838983	0.438053	0.873737	0.733051	0.382743	1.191919	1.364162	0.522124	2.282828	2.612717	1.915254	270.105347	3.854727	0.000595	0.000105	1.411342	2116.903076	7.517897	0.732154	228.316223	41.789120	12.158081	0.774630	0.589397	0.317494
566465.000000	5592445.000000	0.020100	0.018500	0.025100	0.047000	1.086487	0.800797	0.427660	0.920398	0.737052	0.393617	1.248756	1.356757	0.534043	2.338309	2.540541	1.872510	269.447815	3.997783	0.000581	0.000240	1.334064	2101.047119	7.473847	0.766470	228.060486	41.387352	12.582500	0.766861	0.584997	0.313298
566475.000000	5592445.000000	0.020000	0.020200	0.026400	0.048800	0.990099	0.757576	0.409836	1.010000	0.765151	0.413934	1.320000	1.306931	0.540984	2.439999	2.415842	1.848485	268.759918	4.113891	0.000535	0.000248	1.208156	2098.642822	7.443822	0.795261	227.804230	40.955681	13.039913	0.758501	0.581168	0.309801
566485.000000	5592445.000000	0.020900	0.019000	0.025100	0.048600	1.100000	0.832669	0.430041	0.909091	0.756972	0.390946	1.200957	1.321053	0.516461	2.325358	2.557895	1.936255	268.054016	4.151627	0.000470	0.000181	1.057549	2108.287354	7.439149	0.805446	227.547440	40.506580	13.518448	0.749775	0.579599	0.308392
566495.000000	5592445.000000	0.020300	0.020200	0.027400	0.049400	1.004951	0.740876	0.410931	0.995074	0.737226	0.408907	1.349753	1.356436	0.554656	2.433497	2.445545	1.802920	267.345276	4.138313	0.000404	0.000117	0.905289	2126.733154	7.451031	0.803481	227.290253	40.055012	14.002739	0.740968	0.579773	0.308484
566505.000000	5592445.000000	0.019800	0.020200	0.026900	0.050900	0.980198	0.736060	0.388998	1.020202	0.750929	0.396857	1.358586	1.331683	0.528487	2.570707	2.519802	1.892193	266.637512	4.133632	0.000342	0.000089	0.758941	2158.561035	7.466978	0.804697	227.032837	39.604671	14.488174	0.732162	0.579858	0.308492
566515.000000	5592445.000000	0.021300	0.021200	0.028500	0.051500	1.004717	0.747368	0.413592	0.995305	0.743860	0.411650	1.338028	1.344340	0.553398	2.417840	2.429245	1.807017	265.925598	4.167058	0.000279	0.000064	0.617278	2211.922363	7.483303	0.817169	226.775543	39.150059	14.980080	0.723259	0.578655	0.307455
566525.000000	5592445.000000	0.021100	0.022100	0.029500	0.053300	0.954751	0.715254	0.395872	1.047393	0.749153	0.414634	1.398104	1.334842	0.553471	2.526066	2.411765	1.806780	265.203705	4.227199	0.000216	-0.000007	0.480034	2289.741455	7.503467	0.838313	226.518494	38.685207	15.485184	0.714141	0.576568	0.305713
566535.000000	5592445.000000	0.020600	0.021400	0.027800	0.052600	0.962617	0.741007	0.391635	1.038835	0.769784	0.406844	1.349514	1.299065	0.528517	2.553398	2.457944	1.892087	264.471130	4.261856	0.000151	-0.000129	0.348748	2393.219971	7.539345	0.854715	226.261810	38.209305	16.004555	0.704790	0.575629	0.304929
566545.000000	5592445.000000	0.020000	0.021300	0.029500	0.053200	0.938967	0.677966	0.375940	1.065000	0.722034	0.400376	1.475000	1.384976	0.554511	2.659999	2.497653	1.803390	263.740051	4.203014	0.000088	-0.000241	0.229088	2517.250977	7.603881	0.847889	226.005478	37.734581	16.525410	0.695442	0.578195	0.306967
566555.000000	5592445.000000	0.021800	0.020900	0.027500	0.052600	1.043062	0.792727	0.414449	0.958715	0.760000	0.397338	1.261468	1.315789	0.522814	2.412844	2.516747	1.912727	263.032166	4.041540	0.000040	-0.000250	0.131972	2647.956543	7.694057	0.814066	225.749634	37.282520	17.025879	0.686498	0.585641	0.311657
566565.000000	5592445.000000	0.020100	0.021100	0.027900	0.052200	0.952607	0.720430	0.385057	1.049751	0.756272	0.404214	1.388060	1.322275	0.534483	2.597015	2.473934	1.870968	262.361023	3.856911	0.000017	-0.000103	0.068921	2770.729004	7.786241	0.773116	225.494385	36.866627	17.492714	0.678204	0.598626	0.316445
566575.000000	5592445.000000	0.019700	0.021100	0.028700	0.051800	0.933649	0.686411	0.380309	1.071066	0.735192	0.407336	1.456853	1.360190	0.554054	2.629441	2.454977	1.804878	261.720093	3.768603	0.000021	0.000173	0.043344	2863.594727	7.842208	0.755198	225.239731	36.480354	17.931911	0.670445	0.606455	0.318407
566585.000000	5592445.000000	0.019700	0.021800	0.028400	0.051800	0.903670	0.693662	0.380309	1.106599	0.767606	0.420849	1.441625	1.302752	0.548263	2.629441	2.376147	1.823943	261.080688	3.866557	0.000040	0.000454	0.045182	2920.920898	7.836667	0.784039	224.985519	36.095184	18.371258	0.662707	0.597045	0.315629
566595.000000	5592445.000000	0.020000	0.020600	0.028500	0.053200	0.970874	0.701754	0.375940	1.030000	0.722807	0.387218	1.425000	1.383496	0.535714	2.659999	2.582525	1.866666	260.404694	4.137596	0.000057	0.000583	0.061729	2972.849121	7.786941	0.859363	224.732239	35.672447	18.848850	0.654287	0.580344	0.307728
566605.000000	5592445.000000	0.020900	0.019700	0.029700	0.053400	1.060914	0.703704	0.391386	0.942584	0.663300	0.368914	1.421052	1.507614	0.556180	2.555023	2.710660	1.797980	259.670258	4.454840	0.000066	0.000473	0.089933	3044.165527	7.736338	0.950243	224.480453	35.189800	19.387283	0.644775	0.566536	0.297191
566615.000000	5592445.000000	0.020400	0.022300	0.030800	0.054600	0.914798	0.662338	0.373626	1.093137	0.724026	0.408425	1.509804	1.381166	0.564103	2.676470	2.448430	1.772727	258.885254	4.654046	0.000066	0.000149	0.130517	3149.327148	7.725786	1.012288	224.230576	34.654697	19.979187	0.634310	0.557852	0.289915
566625.000000	5592445.000000	0.020200	0.021600	0.031100	0.055600	0.935185	0.649518	0.363309	1.069307	0.694534	0.388489	1.539604	1.439815	0.559353	2.752475	2.574075	1.787781	258.085327	4.619910	0.000054	-0.000266	0.182157	3307.246094	7.781872	1.012287	223.982407	34.102913	20.588604	0.623553	0.559471	0.291273
566635.000000	5592445.000000	0.020200	0.022200	0.031200	0.055300	0.909910	0.647436	0.365280	1.099010	0.711539	0.401447	1.544554	1.405405	0.564195	2.737623	2.490991	1.772436	257.319580	4.362223	0.000034	-0.000603	0.245081	3513.418945	7.900288	0.951048	223.736237	33.583340	21.166534	0.613398	0.570761	0.300447
566645.000000	5592445.000000	0.020800	0.022000	0.032600	0.059400	0.945455	0.638037	0.350168	1.057692	0.674847	0.370370	1.567307	1.481818	0.548822	2.855769	2.700000	1.822086	256.621582	4.016956	0.000019	-0.000739	0.318092	3740.103271	8.045645	0.865288	223.492493	33.129089	21.679962	0.604447	0.593224	0.311414
566655.000000	5592445.000000	0.020800	0.023000	0.033600	0.058500	0.904348	0.619048	0.355556	1.105769	0.684524	0.393162	1.615384	1.460870	0.574359	2.812500	2.543478	1.741071	255.993042	3.729454	0.000021	-0.000665	0.394116	3963.379883	8.177869	0.794917	223.250946	32.742092	22.126785	0.596735	0.626869	0.325263
566665.000000	5592445.000000	0.021000	0.022900	0.032600	0.057300	0.917031	0.644172	0.366492	1.090476	0.702454	0.399651	1.552381	1.423581	0.568935	2.728572	2.502184	1.757669	255.415314	3.553022	0.000046	-0.000462	0.469308	4157.175293	8.274186	0.753662	223.011047	32.404263	22.524864	0.589930	0.647850	0.353827
566675.000000	5592445.000000	0.021700	0.022600	0.032700	0.059900	0.960177	0.663609	0.362271	1.041474	0.691131	0.377295	1.506912	1.446903	0.545910	2.760368	2.650442	1.831804	254.867783	3.463915	0.000092	-0.000244	0.552597	4298.375000	8.333193	0.734174	222.772873	32.094917	22.894566	0.583657	0.696676	0.356300
566685.000000	5592445.000000	0.021200	0.022800	0.032900	0.059200	0.929825	0.644377	0.358108	1.075471	0.693009	0.385135	1.551887	1.442983	0.555743	2.792453	2.596492	1.799392	254.336792	3.420072	0.000147	-0.000091	0.661537	4387.907227	8.366682	0.725157	222.537064	31.799725	23.250179	0.577654	0.762125	0.333693
566695.000000	5592445.000000	0.021700	0.024200	0.032700	0.059600	0.896694	0.663609	0.364094	1.115207	0.740061	0.406040	1.506912	1.351240	0.548658	2.746543	2.462810	1.822630	253.816330	3.386580	0.000200	-0.000022	0.812319	4432.952148	8.386816	0.717436	222.303909	31.512428	23.597847	0.571808	0.770431	0.329258
566705.000000	5592445.000000	0.020100	0.023900	0.034300	0.061600	0.841004	0.586006	0.326299	1.189055	0.696793	0.387987	1.706468	1.435146	0.556818	3.064677	2.577406	1.795918	253.306107	3.341732	0.000255	0.000005	1.005379	4426.815430	8.398821	0.704951	222.072968	31.233143	23.937428	0.566121	0.741765	0.333888
566715.000000	5592445.000000	0.021200	0.024400	0.034300	0.065400	0.868853	0.618076	0.324159	1.150943	0.711370	0.373089	1.617924	1.405738	0.524465	3.084906	2.680328	1.906706	252.808197	3.278485	0.000315	0.000045	1.212367	4364.008789	8.403686	0.685744	221.844025	30.964161	24.266460	0.560635	0.714786	0.348432
566725.000000	5592445.000000	0.022900	0.025200	0.036500	0.066700	0.908730	0.627397	0.343328	1.100437	0.690411	0.377811	1.593886	1.448413	0.547226	2.912664	2.646826	1.827397	252.325470	3.205322	0.000382	0.000145	1.384177	4247.350098	8.399159	0.662374	221.617371	30.708096	24.582233	0.555398	0.703949	0.370872
566735.000000	5592445.000000	0.025000	0.027300	0.039300	0.072800	0.915751	0.636132	0.343407	1.092000	0.694656	0.375000	1.572000	1.439561	0.539835	2.912000	2.666667	1.852417	251.858749	3.153730	0.000458	0.000319	1.475499	4086.463867	8.376746	0.643589	221.392563	30.466194	24.883472	0.550432	0.718537	0.376944
566745.000000	5592445.000000	0.026700	0.030200	0.045900	0.083000	0.884106	0.581699	0.321687	1.131086	0.657952	0.363855	1.719101	1.519867	0.553012	3.108614	2.748344	1.808279	251.401474	3.183570	0.000538	0.000545	1.462394	3904.274902	8.322011	0.645636	221.168961	30.232510	25.176182	0.545628	0.709384	0.366356
566755.000000	5592445.000000	0.028000	0.030400	0.044600	0.082100	0.921053	0.627803	0.341047	1.085714	0.681614	0.370280	1.592857	1.467105	0.543240	2.932143	2.700658	1.840807	250.935150	3.350324	0.000605	0.000761	1.357193	3732.229980	8.226684	0.683894	220.946701	29.988438	25.478783	0.540652	0.652467	0.348933
566765.000000	5592445.000000	0.024500	0.027000	0.038300	0.073800	0.907407	0.639687	0.331978	1.102041	0.704961	0.365854	1.563265	1.418518	0.518970	3.012245	2.733333	1.926893	250.434387	3.652661	0.000638	0.000884	1.211489	3586.830078	8.100855	0.759181	220.726501	29.707890	25.817150	0.535037	0.606328	0.327437
566775.000000	5592445.000000	0.022300	0.024600	0.037600	0.070100	0.906504	0.593085	0.318117	1.103139	0.654255	0.350927	1.686099	1.528455	0.536377	3.143498	2.849594	1.864362	249.879196	4.028927	0.000624	0.000857	1.081701	3456.096680	7.964937	0.855686	220.508881	29.370323	26.211746	0.528415	0.583215	0.313444
566785.000000	5592445.000000	0.021200	0.023500	0.034100	0.065000	0.902128	0.621701	0.326154	1.108490	0.689150	0.361538	1.608490	1.451064	0.524615	3.066037	2.765957	1.906158	249.259338	4.373230	0.000567	0.000676	0.991233	3348.159424	7.850069	0.945436	220.293549	28.965790	26.672626	0.520609	0.564520	0.307972
566795.000000	5592445.000000	0.022500	0.022100	0.032800	0.063800	1.018100	0.685976	0.352665	0.982222	0.673780	0.346395	1.457778	1.484163	0.514107	2.835555	2.886878	1.945122	248.583908	4.549969	0.000483	0.000393	0.936740	3285.716553	7.790939	0.991335	220.080841	28.503063	27.191021	0.511780	0.545754	0.312817
566805.000000	5592445.000000	0.021900	0.022300	0.033700	0.066000	0.982063	0.649852	0.331818	1.018265	0.661721	0.337879	1.538813	1.511211	0.510606	3.013699	2.959641	1.958457	247.888977	4.493899	0.000409	0.000115	0.918732	3242.917480	7.790485	0.973028	219.871292	28.017673	27.731308	0.502570	0.511977	0.350965
566815.000000	5592445.000000	0.023900	0.026300	0.037900	0.069500	0.908745	0.630607	0.343885	1.100418	0.693932	0.378417	1.585774	1.441064	0.545324	2.907949	2.642585	1.833773	247.212280	4.286649	0.000379	-0.000055	0.941390	3179.943604	7.818458	0.911740	219.664612	27.547676	28.255539	0.493659	0.463790	0.418119
566825.000000	5592445.000000	0.026800	0.029900	0.041800	0.076200	0.896321	0.641148	0.351706	1.115672	0.715311	0.392388	1.559701	1.397993	0.548556	2.843283	2.548495	1.822967	246.566528	4.087600	0.000396	-0.000075	0.995339	3101.150391	7.840819	0.852805	219.460052	27.106480	28.750484	0.485285	0.441280	0.457730
566835.000000	5592445.000000	0.029500	0.034000	0.049100	0.084300	0.867647	0.600815	0.349941	1.152542	0.692464	0.403321	1.664407	1.444118	0.582444	2.857627	2.479412	1.716904	245.938507	4.023538	0.000448	0.000031	1.066609	3033.513672	7.834490	0.831753	219.257507	26.680996	29.229527	0.477210	0.443677	0.460121
566845.000000	5592445.000000	0.035300	0.040200	0.057100	0.094300	0.878110	0.618214	0.374337	1.138810	0.704028	0.426299	1.617564	1.420398	0.605514	2.671388	2.345771	1.651489	245.303329	4.106288	0.000514	0.000176	1.147147	2976.108154	7.795114	0.850811	219.057678	26.245644	29.718292	0.468975	0.465096	0.431219
566855.000000	5592445.000000	0.044700	0.050400	0.071000	0.111500	0.886905	0.629577	0.400897	1.127517	0.709859	0.452018	1.588367	1.408730	0.636771	2.494407	2.212301	1.570423	244.643036	4.252907	0.000568	0.000265	1.226811	2912.909668	7.738424	0.886613	218.860748	25.782280	30.235023	0.460257	0.487313	0.396481
566865.000000	5592445.000000	0.054100	0.064200	0.090900	0.132000	0.842679	0.595160	0.409848	1.186691	0.706271	0.486364	1.680222	1.415888	0.688636	2.439926	2.056075	1.452145	243.953827	4.367929	0.000599	0.000264	1.298253	2852.762451	7.690687	0.913998	218.666214	25.287617	30.783077	0.450997	0.488586	0.386356
566875.000000	5592445.000000	0.059100	0.072000	0.098800	0.143800	0.820833	0.598178	0.410987	1.218274	0.728745	0.500695	1.671743	1.372222	0.687065	2.433164	1.997222	1.455466	243.246338	4.395965	0.000621	0.000220	1.367370	2807.479736	7.668265	0.918675	218.473663	24.772667	31.351654	0.441391	0.492881	0.378830
566885.000000	5592445.000000	0.050200	0.060100	0.084600	0.128800	0.835275	0.593381	0.389752	1.197211	0.710402	0.466615	1.685259	1.407654	0.656832	2.565737	2.143095	1.522459	242.537415	4.352820	0.000649	0.000215	1.441648	2773.547607	7.666048	0.904807	218.283325	24.254089	31.924221	0.431736	0.522720	0.349623
566895.000000	5592445.000000	0.036600	0.043000	0.062200	0.102500	0.851163	0.588424	0.357073	1.174863	0.691318	0.419512	1.699453	1.446512	0.606829	2.800546	2.383721	1.647910	241.836395	4.301944	0.000697	0.000324	1.523667	2747.673340	7.668490	0.889445	218.094681	23.741711	32.491020	0.422206	0.552856	0.321141
566905.000000	5592445.000000	0.028400	0.032800	0.046300	0.083200	0.865854	0.613391	0.341346	1.154929	0.708423	0.394231	1.630281	1.411585	0.556490	2.929577	2.536585	1.796976	241.141571	4.305027	0.000785	0.000597	1.611940	2724.652344	7.659459	0.888813	217.907089	23.234493	33.053005	0.412784	0.552101	0.320436
566915.000000	5592445.000000	0.026000	0.028400	0.039700	0.073500	0.915493	0.654912	0.353742	1.092308	0.715365	0.386395	1.526923	1.397887	0.540136	2.826923	2.588028	1.851385	240.443222	4.403135	0.000907	0.000968	1.690889	2695.395508	7.626399	0.913331	217.719543	22.723679	33.619946	0.403307	0.519302	0.343926
566925.000000	5592445.000000	0.023200	0.026100	0.038300	0.074000	0.888889	0.605744	0.313513	1.125000	0.681462	0.352703	1.650862	1.467433	0.517568	3.189656	2.835249	1.932115	239.725906	4.639228	0.001012	0.001261	1.742162	2655.281738	7.559865	0.974746	217.531860	22.194057	34.207962	0.393499	0.477094	0.360758
566935.000000	5592445.000000	0.022700	0.024900	0.038000	0.074100	0.911647	0.597369	0.306343	1.096916	0.655263	0.336032	1.674008	1.526104	0.512820	3.264317	2.975904	1.950000	238.965759	5.057982	0.001069	0.001353	1.780873	2613.623535	7.458777	1.087574	217.343674	21.622078	34.841412	0.382941	0.427733	0.359256
565795.000000	5592455.000000	0.037200	0.047500	0.070000	0.114600	0.783158	0.531429	0.324607	1.276881	0.678571	0.414485	1.881720	1.473684	0.610820	3.080645	2.412632	1.637143	300.478302	0.711878	0.000080	-0.000068	1.438013	1070.328369	8.526483	0.071137	244.090912	56.387379	0.007075	0.999875	1.259578	3.967815
565805.000000	5592455.000000	0.038100	0.046300	0.068800	0.112300	0.822894	0.553779	0.339270	1.215223	0.672965	0.412289	1.805774	1.485961	0.612645	2.947507	2.425486	1.632267	300.432556	0.691925	0.000064	-0.000087	1.316622	1109.048096	8.590624	0.069042	243.881836	56.550728	0.012665	0.999776	1.277757	3.968728
565815.000000	5592455.000000	0.037400	0.046300	0.068400	0.111100	0.807775	0.546784	0.336634	1.237968	0.676901	0.416742	1.828877	1.477322	0.615662	2.970588	2.399568	1.624269	300.357422	0.654903	0.000042	-0.000121	1.172290	1164.600098	8.694662	0.064910	243.609253	56.748154	0.019348	0.999659	1.252539	3.969046
565825.000000	5592455.000000	0.038500	0.044800	0.068900	0.110600	0.859375	0.558781	0.348101	1.163636	0.650218	0.405063	1.789610	1.537947	0.622966	2.872727	2.468750	1.605225	300.284546	0.609425	0.000019	-0.000156	1.060318	1215.926392	8.763535	0.059089	243.338470	56.946079	0.024090	0.999577	1.190958	3.969051
